Time	Iso_tot	Iso_ice	Iso_do	Tsurf	Tdo	Ice_eas	Ice_nam	RSL
1204.2	1.0308	0.5084	0.5224	-11.327	-2.2712	33.63	23.294	65.452
1204.3	1.0293	0.5085	0.5208	-11.376	-2.2643	33.639	23.294	65.461
1204.4	1.0278	0.5086	0.5192	-11.417	-2.2572	33.634	23.3	65.464
1204.5	1.0262	0.5087	0.5175	-11.475	-2.2499	33.634	23.312	65.477
1204.6	1.0245	0.5087	0.5158	-11.531	-2.2424	33.647	23.301	65.479
1204.7	1.0222	0.5082	0.514	-11.617	-2.2347	33.657	23.282	65.468
1204.8	1.0202	0.508	0.5122	-11.685	-2.227	33.639	23.252	65.413
1204.9	1.0182	0.5077	0.5105	-11.745	-2.2195	33.637	23.238	65.395
1205	1.0162	0.5073	0.5089	-11.803	-2.2126	33.628	23.219	65.364
1205.1	1.0143	0.5068	0.5075	-11.844	-2.2064	33.63	23.195	65.337
1205.2	1.0125	0.5063	0.5062	-11.882	-2.2009	33.613	23.176	65.296
1205.3	1.0111	0.5059	0.5052	-11.877	-2.1966	33.591	23.162	65.254
1205.4	1.0096	0.5052	0.5044	-11.883	-2.1931	33.588	23.147	65.233
1205.5	1.0086	0.5047	0.5039	-11.861	-2.1907	33.578	23.128	65.201
1205.6	1.0078	0.5042	0.5036	-11.818	-2.1894	33.568	23.121	65.18
1205.7	1.0071	0.5036	0.5035	-11.77	-2.189	33.582	23.107	65.181
1205.8	1.0067	0.5031	0.5036	-11.71	-2.1896	33.578	23.083	65.149
1205.9	1.0064	0.5025	0.5039	-11.646	-2.191	33.602	23.046	65.134
1206	1.0062	0.5017	0.5045	-11.579	-2.1933	33.603	23.009	65.093
1206.1	1.0064	0.5011	0.5053	-11.482	-2.1967	33.605	22.971	65.051
1206.2	1.0068	0.5006	0.5062	-11.384	-2.201	33.611	22.938	65.019
1206.3	1.0077	0.5002	0.5075	-11.254	-2.2064	33.621	22.905	64.994
1206.4	1.0088	0.4999	0.5089	-11.131	-2.2126	33.647	22.895	65.012
1206.5	1.0103	0.4998	0.5105	-10.991	-2.2195	33.657	22.877	65.002
1206.6	1.0118	0.4996	0.5122	-10.87	-2.2269	33.687	22.854	65.011
1206.7	1.0136	0.4996	0.514	-10.75	-2.2346	33.711	22.842	65.025
1206.8	1.0157	0.4999	0.5158	-10.633	-2.2426	33.751	22.826	65.052
1206.9	1.0182	0.5006	0.5176	-10.505	-2.2504	33.794	22.836	65.112
1207	1.0204	0.501	0.5194	-10.422	-2.2581	33.854	22.845	65.192
1207.1	1.0222	0.5012	0.521	-10.383	-2.2654	33.891	22.843	65.233
1207.2	1.0242	0.5016	0.5226	-10.35	-2.2721	33.901	22.846	65.247
1207.3	1.0261	0.5021	0.524	-10.344	-2.2782	33.91	22.862	65.276
1207.4	1.0278	0.5026	0.5252	-10.361	-2.2834	33.918	22.876	65.301
1207.5	1.0296	0.5034	0.5262	-10.375	-2.2879	33.945	22.881	65.338
1207.6	1.0312	0.5042	0.527	-10.409	-2.2912	33.984	22.88	65.382
1207.7	1.0326	0.5051	0.5275	-10.46	-2.2934	33.992	22.933	65.452
1207.8	1.0337	0.506	0.5277	-10.526	-2.2944	34.022	22.942	65.497
1207.9	1.0341	0.5065	0.5276	-10.626	-2.2939	34.051	22.95	65.54
1208	1.0339	0.5068	0.5271	-10.762	-2.2919	34.042	22.96	65.541
1208.1	1.0331	0.5068	0.5263	-10.917	-2.2885	34.03	22.943	65.507
1208.2	1.032	0.5068	0.5252	-11.061	-2.2836	34.016	22.907	65.45
1208.3	1.0303	0.5065	0.5238	-11.221	-2.2772	34.015	22.869	65.405
1208.4	1.0283	0.5063	0.522	-11.365	-2.2694	33.995	22.839	65.348
1208.5	1.0259	0.506	0.5199	-11.504	-2.2603	33.99	22.801	65.298
1208.6	1.0233	0.5058	0.5175	-11.613	-2.2501	33.97	22.77	65.24
1208.7	1.0201	0.5052	0.5149	-11.719	-2.2388	33.956	22.741	65.191
1208.8	1.0169	0.5048	0.5121	-11.796	-2.2267	33.938	22.698	65.121
1208.9	1.0133	0.5042	0.5091	-11.851	-2.2137	33.92	22.678	65.077
1209	1.0088	0.5028	0.506	-11.933	-2.1999	33.886	22.655	65.011
1209.1	1.0042	0.5015	0.5027	-11.994	-2.1856	33.819	22.604	64.876
1209.2	0.9993	0.5	0.4993	-12.028	-2.1708	33.745	22.547	64.724
1209.3	0.9939	0.4981	0.4958	-12.065	-2.1555	33.669	22.486	64.567
1209.4	0.9885	0.4963	0.4922	-12.061	-2.14	33.57	22.417	64.373
1209.5	0.9831	0.4944	0.4887	-12.027	-2.1246	33.492	22.338	64.193
1209.6	0.9776	0.4924	0.4852	-11.98	-2.1094	33.401	22.272	64.012
1209.7	0.9721	0.4904	0.4817	-11.906	-2.0943	33.304	22.198	63.816
1209.8	0.9665	0.4883	0.4782	-11.825	-2.0793	33.197	22.13	63.616
1209.9	0.9613	0.4864	0.4749	-11.687	-2.0647	33.083	22.066	63.41
1210	0.9557	0.4841	0.4716	-11.576	-2.0506	32.97	22.027	63.236
1210.1	0.9502	0.4817	0.4685	-11.472	-2.0371	32.84	21.956	63.004
1210.2	0.9449	0.4794	0.4655	-11.357	-2.0241	32.699	21.886	62.761
1210.3	0.9397	0.477	0.4627	-11.261	-2.0118	32.573	21.817	62.537
1210.4	0.935	0.4749	0.4601	-11.141	-2.0003	32.44	21.741	62.297
1210.5	0.9302	0.4726	0.4576	-11.041	-1.9896	32.322	21.684	62.096
1210.6	0.9262	0.4708	0.4554	-10.903	-1.98	32.185	21.624	61.87
1210.7	0.9221	0.4687	0.4534	-10.791	-1.9713	32.075	21.575	61.686
1210.8	0.9183	0.4667	0.4516	-10.678	-1.9636	31.954	21.508	61.47
1210.9	0.9149	0.4648	0.4501	-10.546	-1.9569	31.828	21.467	61.278
1211	0.9111	0.4624	0.4487	-10.47	-1.951	31.684	21.437	61.078
1211.1	0.9075	0.4599	0.4476	-10.399	-1.9462	31.523	21.365	60.809
1211.2	0.9042	0.4575	0.4467	-10.328	-1.9423	31.339	21.3	60.523
1211.3	0.9011	0.4551	0.446	-10.267	-1.9392	31.157	21.237	60.242
1211.4	0.8981	0.4526	0.4455	-10.2	-1.937	30.962	21.174	59.945
1211.5	0.8955	0.4503	0.4452	-10.131	-1.9357	30.761	21.132	59.667
1211.6	0.8929	0.4479	0.445	-10.082	-1.935	30.56	21.102	59.4
1211.7	0.8904	0.4454	0.445	-10.025	-1.9349	30.341	21.065	59.106
1211.8	0.888	0.4429	0.4451	-9.9822	-1.9351	30.136	21.016	58.813
1211.9	0.8862	0.4409	0.4453	-9.8972	-1.9359	29.913	20.982	58.517
1212	0.8836	0.4381	0.4455	-9.874	-1.9369	29.719	20.965	58.276
1212.1	0.8812	0.4355	0.4457	-9.8406	-1.938	29.474	20.913	57.934
1212.2	0.8786	0.4326	0.446	-9.8107	-1.939	29.241	20.86	57.605
1212.3	0.8759	0.4297	0.4462	-9.7744	-1.9399	29.001	20.798	57.258
1212.4	0.8731	0.4268	0.4463	-9.7358	-1.9405	28.751	20.732	56.894
1212.5	0.87	0.4236	0.4464	-9.7149	-1.9407	28.506	20.661	56.53
1212.6	0.8667	0.4205	0.4462	-9.6894	-1.94	28.262	20.568	56.143
1212.7	0.8634	0.4175	0.4459	-9.6457	-1.9387	28.023	20.469	55.754
1212.8	0.8602	0.4148	0.4454	-9.5823	-1.9366	27.787	20.384	55.385
1212.9	0.857	0.4122	0.4448	-9.4927	-1.9339	27.564	20.319	55.054
1213	0.8529	0.409	0.4439	-9.4613	-1.9301	27.341	20.268	54.739
1213.1	0.8485	0.4058	0.4427	-9.4375	-1.9248	27.084	20.18	54.342
1213.2	0.8439	0.4027	0.4412	-9.4097	-1.9181	26.827	20.076	53.927
1213.3	0.8386	0.3993	0.4393	-9.4122	-1.9099	26.568	19.977	53.516
1213.4	0.833	0.396	0.437	-9.4215	-1.9002	26.297	19.861	53.07
1213.5	0.827	0.3925	0.4345	-9.4351	-1.889	26.022	19.757	52.634
1213.6	0.8206	0.3891	0.4315	-9.4669	-1.8762	25.753	19.637	52.187
1213.7	0.814	0.3858	0.4282	-9.4897	-1.8618	25.487	19.508	51.733
1213.8	0.8072	0.3827	0.4245	-9.5198	-1.8458	25.235	19.384	51.3
1213.9	0.8002	0.3796	0.4206	-9.5376	-1.8285	24.995	19.269	50.892
1214	0.7924	0.3762	0.4162	-9.5942	-1.8097	24.754	19.157	50.487
1214.1	0.7841	0.3726	0.4115	-9.6732	-1.7893	24.493	19.018	50.027
1214.2	0.7755	0.369	0.4065	-9.741	-1.7675	24.229	18.862	49.542
1214.3	0.7667	0.3655	0.4012	-9.7996	-1.7444	23.982	18.697	49.07
1214.4	0.7573	0.3617	0.3956	-9.8732	-1.72	23.738	18.53	48.597
1214.5	0.7478	0.3581	0.3897	-9.9299	-1.6945	23.505	18.355	48.127
1214.6	0.738	0.3543	0.3837	-9.9774	-1.6682	23.28	18.173	47.66
1214.7	0.7279	0.3504	0.3775	-10.014	-1.6413	23.055	17.998	47.2
1214.8	0.7179	0.3467	0.3712	-10.02	-1.6141	22.828	17.815	46.728
1214.9	0.7079	0.343	0.3649	-10.013	-1.5865	22.618	17.646	46.292
1215	0.6973	0.3388	0.3585	-10.021	-1.5586	22.405	17.477	45.853
1215.1	0.6867	0.3347	0.352	-10.005	-1.5305	22.177	17.283	45.367
1215.2	0.6762	0.3307	0.3455	-9.9578	-1.5022	21.953	17.088	44.886
1215.3	0.6655	0.3264	0.3391	-9.9109	-1.4742	21.733	16.901	44.418
1215.4	0.6551	0.3224	0.3327	-9.8357	-1.4465	21.514	16.706	43.941
1215.5	0.6449	0.3184	0.3265	-9.7339	-1.4194	21.3	16.516	43.477
1215.6	0.6351	0.3146	0.3205	-9.5944	-1.3933	21.093	16.34	43.037
1215.7	0.6256	0.3109	0.3147	-9.4406	-1.3684	20.887	16.182	42.618
1215.8	0.6164	0.3071	0.3093	-9.276	-1.3449	20.685	16.023	42.203
1215.9	0.6076	0.3033	0.3043	-9.0887	-1.3232	20.477	15.864	41.781
1216	0.5995	0.2998	0.2997	-8.8818	-1.3032	20.264	15.711	41.36
1216.1	0.5921	0.2965	0.2956	-8.6507	-1.2852	20.059	15.586	40.98
1216.2	0.5854	0.2935	0.2919	-8.4076	-1.2693	19.87	15.474	40.634
1216.3	0.5793	0.2905	0.2888	-8.1814	-1.2556	19.679	15.38	40.306
1216.4	0.5738	0.2877	0.2861	-7.963	-1.2441	19.499	15.28	39.983
1216.5	0.5689	0.2849	0.284	-7.7595	-1.2349	19.317	15.18	39.66
1216.6	0.5652	0.2827	0.2825	-7.5366	-1.2283	19.142	15.088	39.352
1216.7	0.5621	0.2805	0.2816	-7.3329	-1.2244	18.99	15.027	39.108
1216.8	0.56	0.2787	0.2813	-7.1227	-1.2231	18.838	14.979	38.879
1216.9	0.5585	0.2768	0.2817	-6.9449	-1.2246	18.696	14.938	38.668
1217	0.5578	0.2752	0.2826	-6.776	-1.2289	18.57	14.884	38.461
1217.1	0.5581	0.2739	0.2842	-6.6062	-1.2358	18.439	14.838	38.257
1217.2	0.5588	0.2724	0.2864	-6.4724	-1.2453	18.339	14.821	38.122
1217.3	0.5603	0.2711	0.2892	-6.3406	-1.2574	18.21	14.799	37.949
1217.4	0.5627	0.2701	0.2926	-6.2078	-1.2722	18.1	14.783	37.804
1217.5	0.5655	0.2689	0.2966	-6.1048	-1.2894	17.984	14.784	37.672
1217.6	0.5688	0.2678	0.301	-6.0273	-1.3088	17.878	14.771	37.535
1217.7	0.5723	0.2664	0.3059	-5.9836	-1.3302	17.783	14.734	37.383
1217.8	0.5767	0.2654	0.3113	-5.9315	-1.3536	17.675	14.671	37.186
1217.9	0.5815	0.2643	0.3172	-5.887	-1.379	17.578	14.641	37.041
1218	0.587	0.2636	0.3234	-5.8266	-1.4061	17.466	14.624	36.892
1218.1	0.5928	0.2628	0.33	-5.7859	-1.4346	17.364	14.637	36.789
1218.2	0.5993	0.2624	0.3369	-5.7216	-1.4647	17.275	14.629	36.678
1218.3	0.6058	0.2617	0.3441	-5.7065	-1.4959	17.199	14.647	36.612
1218.4	0.6126	0.2611	0.3515	-5.6782	-1.5282	17.103	14.635	36.487
1218.5	0.6198	0.2607	0.3591	-5.6672	-1.5614	17.017	14.633	36.386
1218.6	0.6269	0.26	0.3669	-5.6847	-1.5953	16.936	14.625	36.284
1218.7	0.6342	0.2593	0.3749	-5.7081	-1.6298	16.843	14.602	36.149
1218.8	0.6414	0.2585	0.3829	-5.7524	-1.6646	16.759	14.558	36.002
1218.9	0.6485	0.2576	0.3909	-5.83	-1.6998	16.66	14.516	35.841
1219	0.656	0.2569	0.3991	-5.8792	-1.735	16.551	14.447	35.637
1219.1	0.6636	0.2564	0.4072	-5.9466	-1.7703	16.475	14.406	35.502
1219.2	0.6709	0.2557	0.4152	-6.0315	-1.8053	16.381	14.367	35.349
1219.3	0.6783	0.2551	0.4232	-6.1222	-1.8401	16.294	14.299	35.171
1219.4	0.6853	0.2542	0.4311	-6.2415	-1.8742	16.204	14.233	34.992
1219.5	0.6919	0.2531	0.4388	-6.3774	-1.9078	16.11	14.143	34.779
1219.6	0.698	0.2517	0.4463	-6.5481	-1.9404	15.991	14.054	34.54
1219.7	0.7038	0.2502	0.4536	-6.7414	-1.972	15.846	13.942	34.245
1219.8	0.7093	0.2487	0.4606	-6.9292	-2.0025	15.704	13.821	33.943
1219.9	0.7138	0.2465	0.4673	-7.1784	-2.0317	15.56	13.693	33.629
1220	0.7182	0.2446	0.4736	-7.4137	-2.0591	15.399	13.513	33.237
1220.1	0.7222	0.2427	0.4795	-7.643	-2.0847	15.235	13.368	32.882
1220.2	0.7254	0.2405	0.4849	-7.9004	-2.1084	15.076	13.2	32.507
1220.3	0.7279	0.238	0.4899	-8.1529	-2.1302	14.906	13.023	32.106
1220.4	0.7297	0.2353	0.4944	-8.4268	-2.1497	14.726	12.825	31.673
1220.5	0.7309	0.2325	0.4984	-8.6832	-2.167	14.54	12.616	31.219
1220.6	0.7312	0.2293	0.5019	-8.9429	-2.182	14.363	12.404	30.771
1220.7	0.7309	0.2261	0.5048	-9.1922	-2.1949	14.158	12.193	30.292
1220.8	0.7298	0.2225	0.5073	-9.4471	-2.2054	13.956	11.967	29.8
1220.9	0.7279	0.2187	0.5092	-9.6951	-2.2137	13.736	11.726	29.27
1221	0.726	0.2154	0.5106	-9.8851	-2.2198	13.522	11.471	28.73
1221.1	0.7234	0.2119	0.5115	-10.066	-2.2238	13.323	11.252	28.25
1221.2	0.7201	0.2082	0.5119	-10.237	-2.2255	13.124	11.025	27.76
1221.3	0.7164	0.2046	0.5118	-10.391	-2.2252	12.898	10.804	27.246
1221.4	0.7121	0.2009	0.5112	-10.519	-2.2228	12.683	10.578	26.739
1221.5	0.7072	0.197	0.5102	-10.648	-2.2184	12.469	10.351	26.231
1221.6	0.7017	0.1929	0.5088	-10.767	-2.212	12.245	10.118	25.707
1221.7	0.6958	0.1889	0.5069	-10.883	-2.2038	12.03	9.882	25.187
1221.8	0.6894	0.1848	0.5046	-10.977	-2.1938	11.81	9.6376	24.653
1221.9	0.6823	0.1804	0.5019	-11.099	-2.1821	11.605	9.3769	24.118
1222	0.6753	0.1764	0.4989	-11.169	-2.1689	11.385	9.1002	23.546
1222.1	0.6679	0.1724	0.4955	-11.232	-2.1544	11.181	8.8518	23.027
1222.2	0.6603	0.1684	0.4919	-11.293	-2.1385	10.981	8.6048	22.512
1222.3	0.6525	0.1645	0.488	-11.33	-2.1216	10.782	8.3609	22.002
1222.4	0.6444	0.1606	0.4838	-11.368	-2.1037	10.586	8.1264	21.508
1222.5	0.636	0.1565	0.4795	-11.408	-2.0849	10.388	7.884	21.002
1222.6	0.6273	0.1523	0.475	-11.444	-2.0652	10.188	7.6357	20.486
1222.7	0.6185	0.1482	0.4703	-11.473	-2.0449	9.973	7.388	19.954
1222.8	0.6094	0.144	0.4654	-11.511	-2.0237	9.769	7.1318	19.424
1222.9	0.6	0.1396	0.4604	-11.551	-2.0018	9.556	6.8663	18.874
1223	0.5913	0.136	0.4553	-11.524	-1.9796	9.349	6.5795	18.307
1223.1	0.5825	0.1324	0.4501	-11.488	-1.9571	9.192	6.3575	17.87
1223.2	0.5735	0.1286	0.4449	-11.462	-1.9343	9.04	6.1242	17.428
1223.3	0.5646	0.125	0.4396	-11.42	-1.9113	8.883	5.8795	16.966
1223.4	0.556	0.1217	0.4343	-11.353	-1.8882	8.735	5.6353	16.515
1223.5	0.5474	0.1184	0.429	-11.273	-1.8652	8.592	5.4165	16.098
1223.6	0.5388	0.1151	0.4237	-11.198	-1.8421	8.447	5.2029	15.686
1223.7	0.5303	0.1119	0.4184	-11.123	-1.8191	8.314	4.9839	15.281
1223.8	0.5219	0.1088	0.4131	-11.029	-1.7963	8.184	4.7612	14.875
1223.9	0.5135	0.1056	0.4079	-10.941	-1.7735	8.05	4.54	14.467
1224	0.5058	0.103	0.4028	-10.799	-1.7511	7.931	4.3203	14.077
1224.1	0.4984	0.1007	0.3977	-10.656	-1.7291	7.842	4.1466	13.776
1224.2	0.491	0.0983	0.3927	-10.502	-1.7075	7.755	3.9727	13.475
1224.3	0.4841	0.0962	0.3879	-10.338	-1.6864	7.672	3.8093	13.192
1224.4	0.4775	0.0944	0.3831	-10.162	-1.6657	7.602	3.6635	12.944
1224.5	0.4711	0.0927	0.3784	-9.9901	-1.6454	7.535	3.5463	12.733
1224.6	0.465	0.0911	0.3739	-9.8078	-1.6256	7.476	3.4346	12.536
1224.7	0.459	0.0896	0.3694	-9.6439	-1.6061	7.426	3.3319	12.36
1224.8	0.4531	0.0881	0.365	-9.4845	-1.587	7.371	3.2354	12.186
1224.9	0.4474	0.0868	0.3606	-9.3403	-1.568	7.32	3.1422	12.02
1225	0.4419	0.0855	0.3564	-9.1949	-1.5494	7.271	3.0473	11.855
1225.1	0.4366	0.0845	0.3521	-9.0465	-1.531	7.234	2.968	11.721
1225.2	0.4314	0.0835	0.3479	-8.9125	-1.5127	7.201	2.8934	11.597
1225.3	0.4262	0.0824	0.3438	-8.791	-1.4946	7.174	2.8311	11.494
1225.4	0.421	0.0814	0.3396	-8.6838	-1.4765	7.136	2.7685	11.379
1225.5	0.4159	0.0805	0.3354	-8.5892	-1.4584	7.098	2.7069	11.264
1225.6	0.4108	0.0795	0.3313	-8.4956	-1.4403	7.064	2.6408	11.149
1225.7	0.4058	0.0787	0.3271	-8.4171	-1.4221	7.028	2.5792	11.037
1225.8	0.4007	0.0778	0.3229	-8.3371	-1.4039	6.998	2.5151	10.928
1225.9	0.3956	0.0769	0.3187	-8.2711	-1.3855	6.96	2.4609	10.823
1226	0.3907	0.0763	0.3144	-8.1942	-1.3671	6.921	2.41	10.719
1226.1	0.3858	0.0756	0.3102	-8.1129	-1.3487	6.898	2.3717	10.649
1226.2	0.381	0.0751	0.3059	-8.0386	-1.3302	6.866	2.3324	10.567
1226.3	0.376	0.0744	0.3016	-7.9694	-1.3115	6.847	2.2949	10.501
1226.4	0.3711	0.0738	0.2973	-7.8867	-1.2928	6.817	2.2458	10.411
1226.5	0.3661	0.0731	0.293	-7.8194	-1.274	6.801	2.2049	10.345
1226.6	0.3611	0.0724	0.2887	-7.7438	-1.255	6.78	2.1549	10.264
1226.7	0.3561	0.0718	0.2843	-7.6691	-1.236	6.753	2.1139	10.185
1226.8	0.351	0.0712	0.2798	-7.6044	-1.2167	6.735	2.0626	10.106
1226.9	0.3459	0.0705	0.2754	-7.5234	-1.1973	6.705	2.0139	10.015
1227	0.3409	0.07	0.2709	-7.4408	-1.178	6.69	1.9678	9.945
1227.1	0.3359	0.0694	0.2665	-7.3543	-1.1585	6.674	1.9253	9.877
1227.2	0.3308	0.0688	0.262	-7.2684	-1.1391	6.659	1.8776	9.805
1227.3	0.3258	0.0682	0.2576	-7.1635	-1.1198	6.636	1.8371	9.733
1227.4	0.3209	0.0678	0.2531	-7.0563	-1.1006	6.625	1.7977	9.674
1227.5	0.3161	0.0673	0.2488	-6.945	-1.0816	6.615	1.7627	9.622
1227.6	0.3112	0.0668	0.2444	-6.8352	-1.0628	6.598	1.7367	9.573
1227.7	0.3063	0.0662	0.2401	-6.7297	-1.0441	6.584	1.6863	9.499
1227.8	0.3015	0.0656	0.2359	-6.6095	-1.0256	6.564	1.6457	9.43
1227.9	0.2966	0.0649	0.2317	-6.5001	-1.0074	6.556	1.598	9.366
1228	0.2917	0.0642	0.2275	-6.3979	-0.9893	6.538	1.5374	9.275
1228.1	0.2869	0.0635	0.2234	-6.2899	-0.9713	6.518	1.4702	9.176
1228.2	0.2823	0.0629	0.2194	-6.1723	-0.9537	6.507	1.4032	9.085
1228.3	0.2777	0.0624	0.2153	-6.0682	-0.9363	6.499	1.3466	9.011
1228.4	0.2731	0.0617	0.2114	-5.9707	-0.919	6.486	1.2907	8.932
1228.5	0.2685	0.0611	0.2074	-5.8743	-0.9019	6.479	1.2245	8.847
1228.6	0.2641	0.0606	0.2035	-5.7822	-0.8849	6.473	1.1538	8.759
1228.7	0.2596	0.0599	0.1997	-5.6916	-0.8681	6.47	1.0892	8.682
1228.8	0.2553	0.0595	0.1958	-5.6033	-0.8514	6.462	1.0256	8.599
1228.9	0.251	0.059	0.192	-5.5147	-0.8349	6.458	0.9736	8.535
1229	0.2467	0.0584	0.1883	-5.4363	-0.8186	6.446	0.9292	8.47
1229.1	0.2426	0.058	0.1846	-5.35	-0.8024	6.435	0.8739	8.394
1229.2	0.2385	0.0576	0.1809	-5.2584	-0.7866	6.421	0.8453	8.345
1229.3	0.2347	0.0574	0.1773	-5.1672	-0.7709	6.416	0.8087	8.297
1229.4	0.2308	0.057	0.1738	-5.0805	-0.7555	6.408	0.7924	8.269
1229.5	0.2271	0.0568	0.1703	-4.9931	-0.7404	6.4	0.7676	8.232
1229.6	0.2234	0.0565	0.1669	-4.8999	-0.7256	6.397	0.7438	8.2
1229.7	0.2199	0.0564	0.1635	-4.8116	-0.711	6.388	0.7274	8.171
1229.8	0.2164	0.0561	0.1603	-4.7134	-0.6967	6.385	0.7173	8.157
1229.9	0.2131	0.0561	0.157	-4.6177	-0.6828	6.382	0.7047	8.138
1230	0.2096	0.0557	0.1539	-4.5395	-0.669	6.384	0.7013	8.137
1230.1	0.2064	0.0556	0.1508	-4.4365	-0.6556	6.371	0.684	8.101
1230.2	0.2033	0.0555	0.1478	-4.3522	-0.6424	6.37	0.6838	8.101
1230.3	0.2001	0.0553	0.1448	-4.272	-0.6294	6.364	0.6784	8.087
1230.4	0.197	0.0551	0.1419	-4.1843	-0.6168	6.349	0.6757	8.067
1230.5	0.1941	0.0551	0.139	-4.0892	-0.6044	6.347	0.6651	8.052
1230.6	0.1912	0.055	0.1362	-4.0102	-0.5923	6.349	0.6674	8.057
1230.7	0.1884	0.0549	0.1335	-3.9257	-0.5804	6.346	0.6584	8.043
1230.8	0.1857	0.0549	0.1308	-3.8413	-0.5688	6.347	0.6642	8.052
1230.9	0.1829	0.0547	0.1282	-3.7634	-0.5574	6.351	0.6597	8.051
1231	0.1803	0.0546	0.1257	-3.6781	-0.5464	6.34	0.6547	8.033
1231.1	0.1777	0.0545	0.1232	-3.6023	-0.5357	6.338	0.6549	8.03
1231.2	0.1752	0.0544	0.1208	-3.5292	-0.5252	6.336	0.6494	8.022
1231.3	0.1728	0.0544	0.1184	-3.4524	-0.515	6.338	0.6458	8.019
1231.4	0.1704	0.0543	0.1161	-3.3795	-0.505	6.339	0.6404	8.015
1231.5	0.1681	0.0542	0.1139	-3.3051	-0.4953	6.334	0.6408	8.01
1231.6	0.1659	0.0542	0.1117	-3.2343	-0.4858	6.346	0.6359	8.018
1231.7	0.1636	0.054	0.1096	-3.1708	-0.4766	6.342	0.6344	8.011
1231.8	0.1616	0.054	0.1076	-3.101	-0.4677	6.336	0.632	8.002
1231.9	0.1596	0.054	0.1056	-3.0422	-0.459	6.341	0.633	8.009
1232	0.1575	0.0539	0.1036	-2.9925	-0.4506	6.349	0.6314	8.016
1232.1	0.1557	0.0539	0.1018	-2.9223	-0.4425	6.34	0.6282	8.002
1232.2	0.1538	0.0538	0.1	-2.8771	-0.4347	6.351	0.6299	8.017
1232.3	0.1521	0.0538	0.0983	-2.8247	-0.4272	6.343	0.6285	8.006
1232.4	0.1505	0.0539	0.0966	-2.7633	-0.4201	6.355	0.6246	8.015
1232.5	0.1488	0.0537	0.0951	-2.7281	-0.4133	6.36	0.6303	8.028
1232.6	0.1473	0.0537	0.0936	-2.6751	-0.4068	6.355	0.6202	8.01
1232.7	0.1459	0.0537	0.0922	-2.6295	-0.4008	6.352	0.6267	8.014
1232.8	0.1446	0.0537	0.0909	-2.5723	-0.3952	6.352	0.6232	8.01
1232.9	0.1434	0.0537	0.0897	-2.5211	-0.39	6.354	0.6226	8.012
1233	0.1423	0.0537	0.0886	-2.4681	-0.3853	6.363	0.621	8.02
1233.1	0.1413	0.0537	0.0876	-2.427	-0.381	6.36	0.6265	8.023
1233.2	0.1403	0.0536	0.0867	-2.3828	-0.3769	6.362	0.6221	8.02
1233.3	0.1396	0.0537	0.0859	-2.3192	-0.3734	6.358	0.6268	8.021
1233.4	0.1388	0.0537	0.0851	-2.2868	-0.3702	6.377	0.6231	8.039
1233.5	0.1382	0.0537	0.0845	-2.2374	-0.3672	6.365	0.6221	8.024
1233.6	0.1376	0.0537	0.0839	-2.19	-0.3647	6.376	0.622	8.037
1233.7	0.1372	0.0538	0.0834	-2.1426	-0.3625	6.383	0.6245	8.048
1233.8	0.1368	0.0538	0.083	-2.0963	-0.3607	6.392	0.6224	8.055
1233.9	0.1365	0.0539	0.0826	-2.0602	-0.359	6.403	0.6228	8.069
1234	0.1361	0.0539	0.0822	-2.0326	-0.3575	6.404	0.6266	8.074
1234.1	0.136	0.0541	0.0819	-1.9896	-0.3563	6.398	0.6233	8.063
1234.2	0.1356	0.0539	0.0817	-1.9584	-0.3552	6.416	0.6325	8.095
1234.3	0.1356	0.0541	0.0815	-1.9159	-0.3544	6.408	0.6284	8.08
1234.4	0.1355	0.0541	0.0814	-1.8826	-0.3537	6.428	0.6263	8.101
1234.5	0.1355	0.0542	0.0813	-1.8478	-0.3533	6.424	0.6299	8.101
1234.6	0.1355	0.0543	0.0812	-1.8144	-0.353	6.438	0.6321	8.12
1234.7	0.1355	0.0544	0.0811	-1.7883	-0.3528	6.453	0.6271	8.131
1234.8	0.1355	0.0544	0.0811	-1.7662	-0.3528	6.453	0.6338	8.139
1234.9	0.1356	0.0544	0.0812	-1.7445	-0.3528	6.459	0.6331	8.145
1235	0.1359	0.0547	0.0812	-1.7226	-0.3529	6.466	0.6326	8.152
1235.1	0.1359	0.0547	0.0812	-1.7152	-0.3529	6.481	0.6402	8.178
1235.2	0.1361	0.0549	0.0812	-1.7052	-0.3529	6.489	0.6369	8.183
1235.3	0.1362	0.055	0.0812	-1.702	-0.353	6.503	0.6383	8.201
1235.4	0.1364	0.0552	0.0812	-1.6959	-0.3532	6.507	0.6406	8.208
1235.5	0.1366	0.0553	0.0813	-1.7033	-0.3534	6.527	0.6423	8.233
1235.6	0.1368	0.0555	0.0813	-1.7086	-0.3536	6.53	0.6475	8.243
1235.7	0.1369	0.0555	0.0814	-1.7226	-0.3538	6.535	0.6496	8.251
1235.8	0.1372	0.0558	0.0814	-1.7279	-0.3541	6.541	0.6539	8.263
1235.9	0.1372	0.0557	0.0815	-1.7533	-0.3542	6.546	0.6662	8.283
1236	0.1374	0.056	0.0814	-1.7597	-0.3541	6.547	0.6687	8.287
1236.1	0.1376	0.0562	0.0814	-1.771	-0.3539	6.564	0.6718	8.31
1236.2	0.1378	0.0565	0.0813	-1.7734	-0.3535	6.577	0.6742	8.327
