Time	Iso_tot	Iso_ice	Iso_do	Tsurf	Tdo	Ice_eas	Ice_nam	RSL
934.2	0.7791	0.2706	0.5085	-11.144	-2.2111	15.171	15.597	35.372
934.3	0.7775	0.2683	0.5092	-11.128	-2.2138	15.078	15.435	35.079
934.4	0.7757	0.2659	0.5098	-11.123	-2.2165	14.997	15.28	34.807
934.5	0.774	0.2635	0.5105	-11.107	-2.2195	14.903	15.115	34.509
934.6	0.7724	0.2612	0.5112	-11.082	-2.2224	14.817	14.954	34.225
934.7	0.7708	0.259	0.5118	-11.055	-2.2253	14.726	14.8	33.944
934.8	0.7689	0.2565	0.5124	-11.045	-2.2279	14.642	14.638	33.66
934.9	0.767	0.254	0.513	-11.02	-2.2302	14.548	14.474	33.364
935	0.7654	0.252	0.5134	-10.98	-2.2323	14.458	14.306	33.066
935.1	0.7638	0.2499	0.5139	-10.927	-2.2342	14.381	14.164	32.815
935.2	0.7621	0.2479	0.5142	-10.889	-2.2356	14.306	14.025	32.569
935.3	0.7602	0.2458	0.5144	-10.851	-2.2365	14.225	13.889	32.319
935.4	0.7582	0.2438	0.5144	-10.824	-2.2367	14.146	13.744	32.062
935.5	0.756	0.2417	0.5143	-10.804	-2.2363	14.068	13.593	31.799
935.6	0.7537	0.2397	0.514	-10.786	-2.235	13.987	13.444	31.535
935.7	0.7511	0.2376	0.5135	-10.787	-2.2328	13.915	13.288	31.272
935.8	0.7483	0.2355	0.5128	-10.807	-2.2296	13.829	13.142	31.005
935.9	0.7451	0.2333	0.5118	-10.849	-2.2253	13.747	12.979	30.724
936	0.742	0.2314	0.5106	-10.869	-2.2202	13.669	12.809	30.439
936.1	0.7385	0.2292	0.5093	-10.912	-2.2142	13.596	12.661	30.184
936.2	0.735	0.2273	0.5077	-10.963	-2.2074	13.51	12.509	29.91
936.3	0.7311	0.2251	0.506	-11.022	-2.1999	13.436	12.35	29.643
936.4	0.7272	0.2231	0.5041	-11.077	-2.1918	13.354	12.194	29.369
936.5	0.7232	0.2211	0.5021	-11.139	-2.1832	13.271	12.043	29.1
936.6	0.719	0.2189	0.5001	-11.196	-2.1744	13.188	11.894	28.832
936.7	0.7146	0.2166	0.498	-11.264	-2.1652	13.098	11.74	28.553
936.8	0.7102	0.2143	0.4959	-11.324	-2.1559	13.001	11.59	28.268
936.9	0.7057	0.212	0.4937	-11.387	-2.1466	12.905	11.436	27.981
937	0.7011	0.2095	0.4916	-11.446	-2.1373	12.797	11.283	27.681
937.1	0.6967	0.2072	0.4895	-11.486	-2.1283	12.679	11.138	27.378
937.2	0.6924	0.2049	0.4875	-11.512	-2.1197	12.565	10.995	27.083
937.3	0.6881	0.2024	0.4857	-11.531	-2.1116	12.454	10.858	26.798
937.4	0.684	0.2001	0.4839	-11.538	-2.104	12.341	10.715	26.504
937.5	0.6799	0.1976	0.4823	-11.546	-2.097	12.226	10.578	26.212
937.6	0.676	0.1952	0.4808	-11.526	-2.0906	12.106	10.436	25.912
937.7	0.6723	0.1928	0.4795	-11.488	-2.085	11.995	10.292	25.618
937.8	0.6689	0.1905	0.4784	-11.434	-2.08	11.894	10.161	25.351
937.9	0.6656	0.1882	0.4774	-11.373	-2.0756	11.795	10.023	25.079
938	0.6625	0.186	0.4765	-11.294	-2.0719	11.699	9.8892	24.815
938.1	0.6595	0.1837	0.4758	-11.206	-2.0689	11.601	9.7571	24.551
938.2	0.6568	0.1815	0.4753	-11.102	-2.0664	11.501	9.625	24.284
938.3	0.6543	0.1794	0.4749	-10.979	-2.0647	11.4	9.511	24.036
938.4	0.6518	0.1772	0.4746	-10.864	-2.0633	11.304	9.3966	23.795
938.5	0.6496	0.1753	0.4743	-10.733	-2.0623	11.194	9.2865	23.541
938.6	0.6475	0.1734	0.4741	-10.596	-2.0614	11.091	9.1876	23.309
938.7	0.6456	0.1717	0.4739	-10.457	-2.0605	10.992	9.0972	23.092
938.8	0.6435	0.1699	0.4736	-10.329	-2.0592	10.899	9.0144	22.889
938.9	0.6415	0.1683	0.4732	-10.203	-2.0573	10.802	8.9304	22.681
939	0.6392	0.1666	0.4726	-10.104	-2.0547	10.716	8.854	22.494
939.1	0.6368	0.165	0.4718	-10.012	-2.0513	10.615	8.7739	22.286
939.2	0.6343	0.1635	0.4708	-9.9444	-2.0469	10.52	8.6932	22.083
939.3	0.6314	0.1619	0.4695	-9.8942	-2.0413	10.42	8.6214	21.886
939.4	0.6283	0.1604	0.4679	-9.8653	-2.0342	10.324	8.5402	21.683
939.5	0.6249	0.159	0.4659	-9.8498	-2.0258	10.221	8.4658	21.479
939.6	0.6211	0.1574	0.4637	-9.8656	-2.016	10.128	8.3953	21.29
939.7	0.617	0.1559	0.4611	-9.8896	-2.0046	10.02	8.3198	21.08
939.8	0.6124	0.1543	0.4581	-9.9343	-1.9916	9.912	8.2443	20.868
939.9	0.6076	0.1529	0.4547	-9.9851	-1.9769	9.8	8.1684	20.653
940	0.6022	0.1512	0.451	-10.049	-1.9608	9.689	8.0964	20.442
940.1	0.5963	0.1494	0.4469	-10.136	-1.9432	9.571	8.0087	20.206
940.2	0.59	0.1475	0.4425	-10.224	-1.9241	9.448	7.908	19.948
940.3	0.5833	0.1455	0.4378	-10.312	-1.9036	9.323	7.8027	19.684
940.4	0.5761	0.1433	0.4328	-10.409	-1.8818	9.208	7.6891	19.42
940.5	0.5687	0.1412	0.4275	-10.492	-1.8588	9.083	7.5579	19.126
940.6	0.5609	0.1389	0.422	-10.572	-1.8347	8.973	7.4242	18.845
940.7	0.5529	0.1366	0.4163	-10.635	-1.8098	8.862	7.2826	18.555
940.8	0.5446	0.1343	0.4103	-10.689	-1.7841	8.746	7.1444	18.262
940.9	0.5363	0.132	0.4043	-10.714	-1.7579	8.623	7.0083	17.965
941	0.5276	0.1294	0.3982	-10.739	-1.7314	8.502	6.8746	17.672
941.1	0.5187	0.1267	0.392	-10.753	-1.7045	8.377	6.7173	17.347
941.2	0.5098	0.124	0.3858	-10.734	-1.6776	8.249	6.5499	17.007
941.3	0.5008	0.1212	0.3796	-10.713	-1.6506	8.121	6.3845	16.67
941.4	0.4919	0.1184	0.3735	-10.66	-1.6239	7.991	6.2126	16.322
941.5	0.4831	0.1157	0.3674	-10.579	-1.5974	7.869	6.0342	15.978
941.6	0.4746	0.1131	0.3615	-10.463	-1.5716	7.752	5.8648	15.648
941.7	0.4665	0.1108	0.3557	-10.321	-1.5465	7.647	5.7098	15.349
941.8	0.4589	0.1088	0.3501	-10.134	-1.5223	7.547	5.5622	15.064
941.9	0.4517	0.1069	0.3448	-9.921	-1.4992	7.469	5.436	14.829
942	0.4445	0.1048	0.3397	-9.7218	-1.4771	7.39	5.3282	14.615
942.1	0.4378	0.1029	0.3349	-9.4992	-1.4561	7.306	5.1996	14.37
942.2	0.4315	0.1011	0.3304	-9.2842	-1.4364	7.239	5.0907	14.167
942.3	0.4258	0.0997	0.3261	-9.0444	-1.4178	7.174	4.9837	13.969
942.4	0.4205	0.0984	0.3221	-8.8098	-1.4006	7.123	4.9014	13.817
942.5	0.4155	0.0971	0.3184	-8.594	-1.3845	7.071	4.8254	13.669
942.6	0.4108	0.0958	0.315	-8.3872	-1.3696	7.019	4.7532	13.527
942.7	0.4066	0.0947	0.3119	-8.1875	-1.3559	6.967	4.6899	13.394
942.8	0.4029	0.0939	0.309	-7.9788	-1.3435	6.92	4.6381	13.281
942.9	0.3996	0.0932	0.3064	-7.7838	-1.3323	6.887	4.5956	13.194
943	0.3963	0.0922	0.3041	-7.6257	-1.3221	6.855	4.568	13.126
943.1	0.3932	0.0913	0.3019	-7.4953	-1.3127	6.809	4.5224	13.019
943.2	0.3905	0.0905	0.3	-7.3669	-1.3043	6.766	4.4682	12.908
943.3	0.3881	0.0898	0.2983	-7.24	-1.2968	6.728	4.4236	12.812
943.4	0.3859	0.0892	0.2967	-7.1382	-1.2902	6.687	4.3928	12.731
943.5	0.3839	0.0885	0.2954	-7.038	-1.2842	6.648	4.3634	12.651
943.6	0.382	0.0878	0.2942	-6.9607	-1.2789	6.613	4.3356	12.579
943.7	0.3803	0.0873	0.293	-6.8933	-1.2741	6.572	4.31	12.503
943.8	0.3787	0.0867	0.292	-6.8374	-1.2697	6.535	4.2812	12.427
943.9	0.3773	0.0862	0.2911	-6.7815	-1.2657	6.503	4.2591	12.365
944	0.3757	0.0855	0.2902	-6.7575	-1.2619	6.469	4.2406	12.304
944.1	0.3742	0.0848	0.2894	-6.7229	-1.2583	6.422	4.209	12.214
944.2	0.3728	0.0842	0.2886	-6.7008	-1.255	6.386	4.175	12.134
944.3	0.3714	0.0835	0.2879	-6.6706	-1.2518	6.342	4.1405	12.044
944.4	0.37	0.0828	0.2872	-6.6408	-1.2489	6.305	4.108	11.964
944.5	0.3686	0.082	0.2866	-6.6179	-1.2461	6.262	4.0748	11.876
944.6	0.3673	0.0813	0.286	-6.5876	-1.2436	6.211	4.037	11.774
944.7	0.366	0.0805	0.2855	-6.5533	-1.2412	6.165	4.003	11.682
944.8	0.3649	0.0799	0.285	-6.5098	-1.239	6.109	3.9719	11.582
944.9	0.3638	0.0793	0.2845	-6.4501	-1.237	6.073	3.9363	11.5
945	0.3627	0.0786	0.2841	-6.4017	-1.235	6.038	3.9102	11.429
945.1	0.3614	0.0778	0.2836	-6.3604	-1.233	6.001	3.8722	11.343
945.2	0.3602	0.0771	0.2831	-6.3198	-1.2308	5.953	3.8276	11.236
945.3	0.359	0.0765	0.2825	-6.2632	-1.2285	5.908	3.7833	11.134
945.4	0.3578	0.0759	0.2819	-6.2181	-1.2258	5.879	3.7443	11.056
945.5	0.3564	0.0752	0.2812	-6.1855	-1.2227	5.846	3.7028	10.969
945.6	0.3549	0.0745	0.2804	-6.1558	-1.219	5.803	3.6671	10.879
945.7	0.3533	0.0739	0.2794	-6.1369	-1.2148	5.764	3.6289	10.79
945.8	0.3517	0.0734	0.2783	-6.1103	-1.21	5.723	3.5919	10.7
945.9	0.3498	0.0728	0.277	-6.0992	-1.2045	5.69	3.5611	10.628
946	0.3478	0.0722	0.2756	-6.0943	-1.1982	5.657	3.526	10.549
946.1	0.3455	0.0715	0.274	-6.0964	-1.1912	5.624	3.4854	10.464
946.2	0.3431	0.0709	0.2722	-6.1082	-1.1836	5.59	3.4371	10.37
946.3	0.3405	0.0702	0.2703	-6.1167	-1.1752	5.56	3.3812	10.272
946.4	0.3376	0.0694	0.2682	-6.1368	-1.166	5.529	3.3253	10.171
946.5	0.3346	0.0687	0.2659	-6.148	-1.1561	5.494	3.269	10.066
946.6	0.3314	0.068	0.2634	-6.1628	-1.1452	5.463	3.2108	9.963
946.7	0.328	0.0673	0.2607	-6.1682	-1.1336	5.431	3.1493	9.856
946.8	0.3244	0.0665	0.2579	-6.1795	-1.1211	5.398	3.095	9.756
946.9	0.3206	0.0658	0.2548	-6.1777	-1.1078	5.363	3.0383	9.65
947	0.3165	0.065	0.2515	-6.1887	-1.0934	5.334	2.9851	9.556
947.1	0.3123	0.0643	0.248	-6.1917	-1.0781	5.305	2.9208	9.448
947.2	0.3078	0.0636	0.2442	-6.1952	-1.0618	5.275	2.8629	9.348
947.3	0.3031	0.0628	0.2403	-6.1929	-1.0447	5.249	2.7981	9.242
947.4	0.2981	0.0619	0.2362	-6.2018	-1.0268	5.222	2.7311	9.135
947.5	0.2929	0.061	0.2319	-6.2095	-1.0082	5.187	2.6555	9.008
947.6	0.2876	0.0601	0.2275	-6.2092	-0.9889	5.154	2.5812	8.884
947.7	0.2821	0.0592	0.2229	-6.1958	-0.9692	5.124	2.4998	8.756
947.8	0.2766	0.0583	0.2183	-6.178	-0.9491	5.097	2.4138	8.627
947.9	0.271	0.0574	0.2136	-6.1457	-0.9288	5.071	2.3251	8.495
948	0.2655	0.0565	0.209	-6.1106	-0.9085	5.047	2.2401	8.369
948.1	0.2599	0.0556	0.2043	-6.0545	-0.8883	5.025	2.1521	8.242
948.2	0.2545	0.0548	0.1997	-5.9906	-0.8682	5	2.066	8.114
948.3	0.2492	0.0541	0.1951	-5.9104	-0.8485	4.979	1.9856	7.998
948.4	0.244	0.0533	0.1907	-5.8192	-0.8291	4.963	1.906	7.887
948.5	0.2389	0.0525	0.1864	-5.7183	-0.8102	4.946	1.8312	7.783
948.6	0.234	0.0519	0.1821	-5.6084	-0.7918	4.928	1.7614	7.681
948.7	0.2291	0.0512	0.1779	-5.504	-0.7736	4.903	1.6993	7.582
948.8	0.2243	0.0504	0.1739	-5.3873	-0.7559	4.881	1.6308	7.478
948.9	0.2196	0.0497	0.1699	-5.2693	-0.7386	4.859	1.5767	7.389
949	0.2149	0.049	0.1659	-5.1509	-0.7214	4.834	1.5051	7.278
949.1	0.21	0.048	0.162	-5.056	-0.7043	4.819	1.4363	7.182
949.2	0.2052	0.0471	0.1581	-4.9606	-0.6873	4.797	1.3372	7.043
949.3	0.2004	0.0462	0.1542	-4.855	-0.6705	4.781	1.2312	6.902
949.4	0.1956	0.0453	0.1503	-4.7645	-0.6536	4.766	1.1205	6.759
949.5	0.191	0.0445	0.1465	-4.6512	-0.6369	4.748	1.0101	6.611
949.6	0.1865	0.0438	0.1427	-4.5409	-0.6204	4.738	0.9165	6.491
949.7	0.1821	0.0431	0.139	-4.4298	-0.6042	4.722	0.836	6.381
949.8	0.178	0.0427	0.1353	-4.2985	-0.5884	4.703	0.7624	6.273
949.9	0.1739	0.0421	0.1318	-4.1772	-0.5729	4.692	0.708	6.198
950	0.1702	0.0419	0.1283	-4.0307	-0.5579	4.679	0.6596	6.128
950.1	0.1667	0.0417	0.125	-3.8947	-0.5433	4.674	0.6391	6.098
950.2	0.1633	0.0416	0.1217	-3.754	-0.5292	4.67	0.6166	6.068
950.3	0.1599	0.0414	0.1185	-3.6308	-0.5154	4.67	0.6032	6.052
950.4	0.1567	0.0413	0.1154	-3.5196	-0.5018	4.666	0.5838	6.026
950.5	0.1535	0.0412	0.1123	-3.4143	-0.4885	4.658	0.5828	6.016
950.6	0.1504	0.0411	0.1093	-3.3198	-0.4754	4.654	0.5766	6.004
950.7	0.1474	0.041	0.1064	-3.2321	-0.4625	4.654	0.568	5.994
950.8	0.1444	0.041	0.1034	-3.1628	-0.4497	4.647	0.5722	5.991
950.9	0.1415	0.041	0.1005	-3.1103	-0.4369	4.645	0.5683	5.984
951	0.1387	0.0411	0.0976	-3.0591	-0.4243	4.646	0.5695	5.986
951.1	0.1358	0.0411	0.0947	-3.0208	-0.4119	4.65	0.5713	5.993
951.2	0.1332	0.0412	0.092	-2.9813	-0.3999	4.651	0.569	5.992
951.3	0.1306	0.0413	0.0893	-2.9484	-0.3883	4.662	0.5734	6.009
951.4	0.1282	0.0414	0.0868	-2.9201	-0.3773	4.666	0.582	6.024
951.5	0.1259	0.0415	0.0844	-2.8832	-0.3672	4.674	0.5838	6.036
951.6	0.1239	0.0416	0.0823	-2.8379	-0.3579	4.68	0.5871	6.046
951.7	0.1222	0.0418	0.0804	-2.7853	-0.3497	4.697	0.5905	6.069
951.8	0.1206	0.0418	0.0788	-2.7321	-0.3425	4.705	0.599	6.089
951.9	0.1193	0.0419	0.0774	-2.6625	-0.3363	4.71	0.605	6.101
952	0.1183	0.0422	0.0761	-2.5775	-0.331	4.716	0.6058	6.109
952.1	0.1175	0.0424	0.0751	-2.4967	-0.3264	4.739	0.6203	6.152
952.2	0.117	0.0428	0.0742	-2.4071	-0.3225	4.75	0.6377	6.184
952.3	0.1165	0.0431	0.0734	-2.326	-0.3192	4.774	0.6555	6.233
952.4	0.1163	0.0435	0.0728	-2.2327	-0.3165	4.792	0.6676	6.267
952.5	0.1162	0.0439	0.0723	-2.1465	-0.3143	4.821	0.6857	6.321
952.6	0.1162	0.0444	0.0718	-2.0714	-0.3123	4.853	0.7108	6.387
952.7	0.1162	0.0448	0.0714	-1.9968	-0.3106	4.88	0.732	6.442
952.8	0.1165	0.0454	0.0711	-1.9287	-0.309	4.909	0.7508	6.498
952.9	0.1169	0.0462	0.0707	-1.8517	-0.3075	4.945	0.7908	6.585
953	0.1175	0.0472	0.0703	-1.7782	-0.3059	4.981	0.8375	6.68
953.1	0.1181	0.0481	0.07	-1.7125	-0.3041	5.042	0.8956	6.817
953.2	0.1188	0.0493	0.0695	-1.6385	-0.3023	5.09	0.9573	6.943
953.3	0.1198	0.0507	0.0691	-1.558	-0.3004	5.157	1.0278	7.101
953.4	0.1209	0.0523	0.0686	-1.484	-0.2983	5.232	1.1193	7.292
953.5	0.1221	0.054	0.0681	-1.4094	-0.2962	5.308	1.2203	7.496
953.6	0.1231	0.0555	0.0676	-1.3537	-0.2939	5.396	1.3315	7.725
953.7	0.1241	0.0571	0.067	-1.3086	-0.2915	5.463	1.4412	7.928
953.8	0.1258	0.0592	0.0666	-1.2331	-0.2894	5.536	1.5454	8.133
953.9	0.1271	0.061	0.0661	-1.196	-0.2872	5.642	1.6885	8.419
954	0.1289	0.0633	0.0656	-1.1625	-0.2851	5.733	1.8045	8.657
954.1	0.1306	0.0655	0.0651	-1.1667	-0.2829	5.854	1.9399	8.951
954.2	0.1326	0.068	0.0646	-1.1774	-0.2809	5.977	2.0726	9.245
954.3	0.1347	0.0706	0.0641	-1.211	-0.2789	6.106	2.223	9.567
954.4	0.1367	0.073	0.0637	-1.2721	-0.2768	6.248	2.3796	9.911
954.5	0.1387	0.0755	0.0632	-1.3585	-0.2749	6.392	2.5109	10.227
954.6	0.1408	0.0779	0.0629	-1.4569	-0.2734	6.528	2.6511	10.544
954.7	0.1432	0.0805	0.0627	-1.5477	-0.2726	6.644	2.8068	10.857
954.8	0.1458	0.0832	0.0626	-1.6472	-0.2724	6.791	2.952	11.193
954.9	0.1487	0.0858	0.0629	-1.7415	-0.2733	6.947	3.091	11.532
955	0.1525	0.0891	0.0634	-1.7774	-0.2755	7.083	3.254	11.876
955.1	0.1568	0.0925	0.0643	-1.8031	-0.2796	7.289	3.4344	12.32
955.2	0.1616	0.0959	0.0657	-1.8201	-0.2855	7.466	3.6366	12.756
955.3	0.1668	0.0993	0.0675	-1.841	-0.2933	7.68	3.8212	13.215
955.4	0.1728	0.1031	0.0697	-1.8224	-0.3032	7.879	4.0065	13.657
955.5	0.179	0.1066	0.0724	-1.8209	-0.3148	8.083	4.2302	14.149
955.6	0.1863	0.1108	0.0755	-1.7706	-0.3285	8.294	4.4271	14.618
955.7	0.194	0.1149	0.0791	-1.7428	-0.344	8.521	4.6816	15.172
955.8	0.2025	0.1194	0.0831	-1.6851	-0.3613	8.756	4.9137	15.708
955.9	0.2116	0.1242	0.0874	-1.6346	-0.3802	8.988	5.206	16.312
956	0.2223	0.13	0.0923	-1.5244	-0.4012	9.258	5.4799	16.937
956.1	0.233	0.1355	0.0975	-1.456	-0.424	9.604	5.8149	17.72
956.2	0.2449	0.1417	0.1032	-1.3556	-0.4485	9.917	6.1341	18.448
956.3	0.2574	0.1482	0.1092	-1.2757	-0.4747	10.285	6.4952	19.286
956.4	0.2709	0.1553	0.1156	-1.1788	-0.5025	10.641	6.8758	20.133
956.5	0.2853	0.163	0.1223	-1.0836	-0.5318	11.05	7.2985	21.09
956.6	0.3001	0.1707	0.1294	-1.0175	-0.5626	11.486	7.7413	22.1
956.7	0.3157	0.1789	0.1368	-0.9477	-0.5946	11.955	8.1613	23.122
956.8	0.3317	0.1873	0.1444	-0.9082	-0.6277	12.408	8.6587	24.215
956.9	0.3486	0.1965	0.1521	-0.8734	-0.6615	12.86	9.1666	25.319
957	0.3659	0.2057	0.1602	-0.8509	-0.6966	13.374	9.7015	26.526
957.1	0.3842	0.2156	0.1686	-0.834	-0.733	13.859	10.277	27.746
957.2	0.4024	0.2253	0.1771	-0.8829	-0.7701	14.409	10.844	29.029
957.3	0.4216	0.2357	0.1859	-0.8992	-0.8082	14.902	11.446	30.289
957.4	0.4411	0.2463	0.1948	-0.9602	-0.8469	15.493	12.058	31.672
957.5	0.4606	0.2568	0.2038	-1.0782	-0.886	16.032	12.709	33.041
957.6	0.4803	0.2676	0.2127	-1.2261	-0.925	16.578	13.342	34.396
957.7	0.5	0.2784	0.2216	-1.4282	-0.9635	17.118	14.004	35.778
957.8	0.5202	0.2898	0.2304	-1.6178	-1.0016	17.62	14.716	37.175
957.9	0.5399	0.301	0.2389	-1.8734	-1.0388	18.154	15.458	38.643
958	0.5601	0.3126	0.2475	-2.1069	-1.0759	18.66	16.207	40.086
958.1	0.5792	0.3234	0.2558	-2.4179	-1.1123	19.165	17.006	41.585
958.2	0.5985	0.3345	0.264	-2.7148	-1.148	19.614	17.753	42.96
958.3	0.6174	0.3453	0.2721	-3.0101	-1.183	20.046	18.539	44.362
958.4	0.6362	0.3562	0.28	-3.302	-1.2173	20.503	19.288	45.749
958.5	0.6553	0.3676	0.2877	-3.5627	-1.2508	20.971	20.041	47.152
958.6	0.6741	0.3789	0.2952	-3.8191	-1.2834	21.469	20.81	48.609
958.7	0.6928	0.3903	0.3025	-4.0713	-1.3153	21.974	21.573	50.068
958.8	0.7117	0.402	0.3097	-4.282	-1.3465	22.49	22.327	51.528
958.9	0.7307	0.414	0.3167	-4.4722	-1.3769	23.042	23.094	53.045
959	0.7494	0.4257	0.3237	-4.6705	-1.4074	23.642	23.852	54.606
959.1	0.7678	0.4372	0.3306	-4.8744	-1.4376	24.205	24.594	56.108
959.2	0.7866	0.449	0.3376	-5.0359	-1.4679	24.786	25.322	57.613
959.3	0.8051	0.4605	0.3446	-5.2049	-1.4982	25.377	26.06	59.142
959.4	0.8236	0.472	0.3516	-5.3542	-1.5285	25.927	26.802	60.627
959.5	0.8423	0.4838	0.3585	-5.4771	-1.5589	26.49	27.544	62.127
959.6	0.8602	0.4947	0.3655	-5.6361	-1.589	27.037	28.302	63.628
959.7	0.8786	0.5063	0.3723	-5.7428	-1.6188	27.544	29.024	65.041
959.8	0.8965	0.5174	0.3791	-5.8701	-1.6482	28.068	29.8	66.538
959.9	0.9149	0.5292	0.3857	-5.9438	-1.6771	28.542	30.564	67.96
960	0.9318	0.5395	0.3923	-6.1145	-1.7057	29.071	31.329	69.449
960.1	0.9481	0.5493	0.3988	-6.3065	-1.7339	29.51	32.007	70.734
960.2	0.9649	0.5596	0.4053	-6.4379	-1.7621	29.916	32.66	71.951
960.3	0.9811	0.5695	0.4116	-6.6135	-1.7897	30.327	33.355	73.223
960.4	0.9971	0.5792	0.4179	-6.7742	-1.8168	30.694	34.032	74.424
960.5	1.0127	0.5888	0.4239	-6.9418	-1.8432	31.035	34.717	75.603
960.6	1.0285	0.5986	0.4299	-7.0707	-1.8692	31.365	35.389	76.756
960.7	1.0439	0.6081	0.4358	-7.2019	-1.8946	31.707	36.081	77.945
960.8	1.059	0.6176	0.4414	-7.3414	-1.9193	32.02	36.778	79.106
960.9	1.0741	0.6272	0.4469	-7.4476	-1.9429	32.326	37.45	80.23
961	1.0874	0.6352	0.4522	-7.6699	-1.9659	32.616	38.149	81.368
961.1	1.1006	0.6433	0.4573	-7.8776	-1.9883	32.819	38.753	82.298
961.2	1.1134	0.651	0.4624	-8.0779	-2.0103	33	39.391	83.238
961.3	1.126	0.6587	0.4673	-8.2625	-2.0318	33.155	40.018	84.137
961.4	1.1385	0.6663	0.4722	-8.4359	-2.053	33.302	40.647	85.03
961.5	1.1508	0.6738	0.477	-8.5843	-2.0738	33.418	41.31	85.926
961.6	1.1628	0.6811	0.4817	-8.717	-2.0944	33.541	41.934	86.785
961.7	1.1744	0.6881	0.4863	-8.852	-2.1144	33.64	42.583	87.645
961.8	1.1857	0.6949	0.4908	-8.9639	-2.1338	33.715	43.207	88.45
961.9	1.197	0.7019	0.4951	-9.0298	-2.1525	33.792	43.81	89.231
962	1.2058	0.7066	0.4992	-9.2455	-2.1704	33.875	44.412	90.018
962.1	1.2146	0.7114	0.5032	-9.4038	-2.1877	33.879	44.835	90.509
962.2	1.2224	0.7154	0.507	-9.588	-2.2042	33.892	45.262	91.016
962.3	1.2298	0.7193	0.5105	-9.7498	-2.2196	33.904	45.612	91.432
962.4	1.2364	0.7226	0.5138	-9.9042	-2.2339	33.916	45.941	91.824
962.5	1.2427	0.7258	0.5169	-10.028	-2.2472	33.904	46.239	92.153
962.6	1.2482	0.7286	0.5196	-10.148	-2.2593	33.909	46.504	92.464
962.7	1.2536	0.7314	0.5222	-10.222	-2.2702	33.9	46.749	92.735
962.8	1.2582	0.7338	0.5244	-10.283	-2.28	33.894	47.014	93.033
962.9	1.2631	0.7368	0.5263	-10.269	-2.2883	33.854	47.263	93.273
963	1.2653	0.7374	0.5279	-10.409	-2.2951	33.812	47.549	93.553
963.1	1.2667	0.7377	0.529	-10.542	-2.3	33.703	47.654	93.55
963.2	1.2677	0.7379	0.5298	-10.655	-2.3034	33.593	47.739	93.52
963.3	1.268	0.7378	0.5302	-10.764	-2.3051	33.483	47.822	93.49
963.4	1.2682	0.738	0.5302	-10.83	-2.3054	33.374	47.885	93.436
963.5	1.2674	0.7374	0.53	-10.909	-2.3042	33.266	47.952	93.39
963.6	1.2663	0.7369	0.5294	-10.968	-2.3017	33.14	47.986	93.284
963.7	1.2646	0.736	0.5286	-11.013	-2.2981	33.005	48.034	93.184
963.8	1.2625	0.7351	0.5274	-11.041	-2.2933	32.858	48.078	93.065
963.9	1.2607	0.7346	0.5261	-10.997	-2.2873	32.695	48.121	92.927
964	1.2563	0.7319	0.5244	-11.111	-2.28	32.534	48.195	92.828
964.1	1.2512	0.7288	0.5224	-11.242	-2.2713	32.293	48.12	92.464
964.2	1.2456	0.7255	0.5201	-11.368	-2.2613	32.041	48.015	92.053
964.3	1.2395	0.722	0.5175	-11.497	-2.2499	31.791	47.879	91.61
964.4	1.2331	0.7185	0.5146	-11.609	-2.2374	31.531	47.75	91.161
964.5	1.2263	0.7148	0.5115	-11.71	-2.2241	31.271	47.605	90.696
964.6	1.219	0.7107	0.5083	-11.8	-2.2099	31.015	47.452	90.225
964.7	1.2119	0.707	0.5049	-11.853	-2.1953	30.77	47.267	89.731
964.8	1.2046	0.703	0.5016	-11.878	-2.1807	30.541	47.101	89.277
964.9	1.1978	0.6996	0.4982	-11.834	-2.166	30.312	46.936	88.824
965	1.1887	0.6939	0.4948	-11.926	-2.1511	30.097	46.793	88.413
965.1	1.1794	0.6881	0.4913	-12.012	-2.136	29.827	46.489	87.752
965.2	1.1702	0.6824	0.4878	-12.053	-2.121	29.546	46.175	87.067
965.3	1.161	0.6765	0.4845	-12.061	-2.1063	29.284	45.857	86.401
965.4	1.1516	0.6704	0.4812	-12.052	-2.0921	29.022	45.535	85.729
965.5	1.1423	0.6643	0.478	-12.024	-2.0784	28.775	45.191	85.05
965.6	1.1331	0.6581	0.475	-11.958	-2.0654	28.537	44.816	84.344
965.7	1.1241	0.6519	0.4722	-11.864	-2.0532	28.303	44.446	83.651
965.8	1.1153	0.6456	0.4697	-11.744	-2.042	28.064	44.092	82.967
965.9	1.1078	0.6403	0.4675	-11.515	-2.0325	27.836	43.741	82.302
966	1.0985	0.633	0.4655	-11.427	-2.0237	27.63	43.43	81.708
966.1	1.09	0.6263	0.4637	-11.285	-2.016	27.378	42.978	80.898
966.2	1.0815	0.6194	0.4621	-11.165	-2.0092	27.147	42.548	80.138
966.3	1.0735	0.6127	0.4608	-11.017	-2.0034	26.917	42.091	79.348
966.4	1.0658	0.6061	0.4597	-10.878	-1.9987	26.696	41.659	78.597
966.5	1.0584	0.5996	0.4588	-10.731	-1.995	26.477	41.221	77.84
966.6	1.0514	0.5932	0.4582	-10.594	-1.9922	26.263	40.779	77.087
966.7	1.0446	0.5868	0.4578	-10.465	-1.9903	26.059	40.332	76.338
966.8	1.0385	0.581	0.4575	-10.318	-1.9893	25.865	39.873	75.587
966.9	1.0335	0.5759	0.4576	-10.108	-1.9895	25.694	39.436	74.888
