Age (Ma)	Global mean SST (oC) hi-res area weighted	SST +1stdev	SST -1stdev	Global mean SST (oC) lo-res weighted	lo-res SST +1stdev	lo-res SST -1stdev	Global mean surface temp (GMST) (oC) area weighted	GMST +1stdev	GMST -1stdev
2.18	0.85	1.27	0.42	0.94	1.27	0.61	1.32	2.04	0.60
2.181	0.90	1.33	0.47	0.97	1.30	0.63	1.40	2.11	0.68
2.182	1.09	1.48	0.69	1.06	1.37	0.75	1.68	2.35	1.01
2.183	0.97	1.38	0.56	1.02	1.34	0.70	1.51	2.21	0.82
2.184	0.94	1.36	0.52	1.00	1.33	0.67	1.47	2.17	0.77
2.185	0.95	1.36	0.54	0.96	1.28	0.63	1.48	2.17	0.79
2.186	0.96	1.36	0.56	0.94	1.26	0.62	1.49	2.16	0.82
2.187	0.95	1.35	0.55	0.92	1.24	0.59	1.48	2.16	0.81
2.188	0.96	1.34	0.57	0.91	1.23	0.59	1.49	2.15	0.83
2.189	0.92	1.30	0.55	0.86	1.20	0.53	1.43	2.08	0.79
2.19	0.92	1.31	0.53	0.87	1.20	0.53	1.43	2.10	0.77
2.191	0.88	1.28	0.47	0.83	1.16	0.50	1.37	2.05	0.69
2.192	0.96	1.35	0.57	0.88	1.21	0.55	1.49	2.15	0.83
2.193	1.01	1.40	0.61	0.93	1.26	0.60	1.57	2.24	0.90
2.194	0.98	1.39	0.57	0.93	1.27	0.58	1.52	2.21	0.83
2.195	0.89	1.33	0.45	0.89	1.24	0.53	1.39	2.13	0.65
2.196	0.70	1.18	0.23	0.76	1.14	0.38	1.10	1.89	0.32
2.197	0.69	1.13	0.26	0.73	1.11	0.35	1.09	1.82	0.36
2.198	0.61	1.06	0.16	0.67	1.06	0.27	0.95	1.70	0.21
2.199	0.72	1.17	0.28	0.75	1.15	0.35	1.13	1.87	0.39
2.2	0.81	1.27	0.35	0.84	1.25	0.43	1.27	2.03	0.51
2.201	0.92	1.40	0.44	0.93	1.36	0.51	1.43	2.21	0.65
2.202	0.88	1.36	0.41	0.91	1.33	0.49	1.38	2.16	0.60
2.203	0.90	1.36	0.43	0.91	1.33	0.50	1.39	2.16	0.62
2.204	0.97	1.42	0.53	0.96	1.36	0.57	1.51	2.25	0.78
2.205	1.02	1.44	0.60	1.00	1.38	0.62	1.58	2.28	0.87
2.206	1.06	1.48	0.64	1.03	1.40	0.66	1.64	2.34	0.94
2.207	0.99	1.40	0.57	0.98	1.35	0.61	1.53	2.23	0.83
2.208	1.10	1.50	0.69	1.05	1.41	0.69	1.70	2.38	1.01
2.209	1.08	1.48	0.68	1.04	1.39	0.69	1.67	2.34	0.99
2.21	0.95	1.35	0.55	0.92	1.28	0.56	1.48	2.16	0.80
2.211	1.01	1.40	0.62	0.91	1.27	0.55	1.57	2.23	0.90
2.212	1.02	1.41	0.64	0.91	1.27	0.56	1.59	2.25	0.93
2.213	1.03	1.42	0.64	0.91	1.26	0.55	1.59	2.25	0.94
2.214	1.03	1.42	0.65	0.91	1.26	0.55	1.60	2.26	0.94
2.215	0.88	1.29	0.47	0.87	1.23	0.52	1.37	2.07	0.68
2.216	0.88	1.30	0.46	0.83	1.19	0.47	1.37	2.08	0.66
2.217	1.16	1.52	0.80	0.96	1.30	0.61	1.79	2.42	1.17
2.218	1.11	1.50	0.72	0.92	1.26	0.57	1.72	2.38	1.06
2.219	0.96	1.39	0.53	0.88	1.24	0.52	1.49	2.21	0.77
2.22	1.07	1.47	0.66	0.94	1.29	0.59	1.65	2.34	0.97
2.221	1.18	1.57	0.78	1.00	1.34	0.66	1.82	2.49	1.15
2.222	1.02	1.45	0.59	0.92	1.28	0.57	1.58	2.29	0.86
2.223	1.02	1.45	0.59	0.93	1.28	0.58	1.58	2.30	0.87
2.224	1.03	1.46	0.60	0.94	1.29	0.59	1.59	2.31	0.87
2.225	1.08	1.50	0.66	0.97	1.31	0.63	1.67	2.37	0.97
2.226	1.14	1.56	0.73	1.02	1.36	0.69	1.77	2.47	1.07
2.227	1.22	1.62	0.82	1.07	1.41	0.74	1.88	2.56	1.20
2.228	1.39	1.78	1.00	1.16	1.49	0.82	2.13	2.80	1.47
2.229	1.24	1.64	0.85	1.11	1.45	0.77	1.91	2.59	1.24
2.23	1.25	1.62	0.89	1.12	1.46	0.78	1.93	2.56	1.30
2.231	1.27	1.63	0.91	1.12	1.45	0.78	1.96	2.58	1.33
2.232	1.25	1.61	0.90	1.11	1.44	0.77	1.93	2.54	1.31
2.233	1.26	1.61	0.90	1.11	1.44	0.78	1.94	2.55	1.32
2.234	1.17	1.53	0.82	1.07	1.39	0.74	1.81	2.43	1.20
2.235	1.12	1.49	0.76	1.04	1.37	0.71	1.74	2.37	1.11
2.236	1.04	1.42	0.66	1.00	1.34	0.66	1.62	2.26	0.97
2.237	0.96	1.34	0.59	0.94	1.28	0.60	1.50	2.15	0.85
2.238	0.83	1.21	0.45	0.88	1.23	0.54	1.29	1.94	0.64
2.239	0.74	1.12	0.35	0.84	1.19	0.48	1.15	1.81	0.49
2.24	0.75	1.13	0.36	0.84	1.19	0.48	1.17	1.83	0.51
2.241	0.66	1.06	0.26	0.80	1.16	0.44	1.03	1.70	0.35
2.242	0.66	1.07	0.26	0.82	1.19	0.45	1.04	1.73	0.35
2.243	0.63	1.04	0.22	0.80	1.16	0.43	0.98	1.67	0.29
2.244	0.53	0.95	0.12	0.74	1.10	0.37	0.84	1.54	0.14
2.245	0.49	0.91	0.08	0.71	1.08	0.34	0.78	1.47	0.08
2.246	0.55	0.96	0.15	0.70	1.07	0.34	0.87	1.55	0.19
2.247	0.59	0.98	0.20	0.72	1.08	0.37	0.93	1.59	0.26
2.248	0.53	0.92	0.14	0.67	1.02	0.32	0.83	1.49	0.17
2.249	0.55	0.93	0.16	0.69	1.02	0.35	0.86	1.51	0.21
2.25	0.59	0.95	0.22	0.67	1.00	0.34	0.92	1.55	0.29
2.251	0.55	0.93	0.18	0.66	0.98	0.33	0.87	1.51	0.23
2.252	0.66	1.03	0.30	0.72	1.05	0.40	1.04	1.67	0.41
2.253	0.66	1.03	0.29	0.73	1.06	0.41	1.04	1.67	0.40
2.254	0.72	1.09	0.34	0.77	1.10	0.44	1.12	1.76	0.47
2.255	0.75	1.13	0.36	0.80	1.13	0.47	1.17	1.83	0.51
2.256	0.79	1.17	0.41	0.82	1.15	0.50	1.23	1.88	0.58
2.257	0.84	1.22	0.46	0.86	1.18	0.53	1.31	1.97	0.66
2.258	0.85	1.25	0.46	0.87	1.20	0.54	1.33	2.00	0.66
2.259	0.87	1.28	0.47	0.89	1.23	0.55	1.36	2.04	0.68
2.26	0.99	1.37	0.60	0.98	1.31	0.66	1.53	2.19	0.88
2.261	1.10	1.48	0.73	1.07	1.39	0.76	1.71	2.35	1.07
2.262	1.18	1.54	0.82	1.14	1.44	0.84	1.82	2.45	1.20
2.263	1.22	1.58	0.86	1.17	1.47	0.87	1.88	2.50	1.25
2.264	1.23	1.57	0.88	1.20	1.50	0.90	1.89	2.49	1.29
2.265	1.28	1.63	0.93	1.22	1.52	0.92	1.97	2.58	1.35
2.266	1.37	1.74	1.01	1.23	1.53	0.94	2.11	2.73	1.48
2.267	1.42	1.79	1.05	1.22	1.52	0.92	2.17	2.81	1.54
2.268	1.32	1.68	0.96	1.20	1.50	0.90	2.03	2.65	1.40
2.269	1.32	1.67	0.96	1.19	1.49	0.90	2.02	2.63	1.41
2.27	1.35	1.69	1.00	1.21	1.51	0.92	2.07	2.66	1.47
2.271	1.28	1.63	0.94	1.18	1.48	0.88	1.97	2.57	1.37
2.272	1.22	1.56	0.87	1.14	1.44	0.84	1.87	2.48	1.27
2.273	1.17	1.52	0.82	1.10	1.41	0.80	1.80	2.41	1.20
2.274	1.22	1.59	0.86	1.09	1.40	0.78	1.88	2.51	1.25
2.275	1.15	1.52	0.78	1.08	1.40	0.76	1.78	2.41	1.14
2.276	1.07	1.44	0.70	1.03	1.35	0.72	1.66	2.29	1.02
2.277	1.00	1.38	0.63	0.99	1.31	0.67	1.56	2.20	0.91
2.278	0.95	1.33	0.56	0.95	1.28	0.62	1.47	2.13	0.81
2.279	0.84	1.24	0.43	0.92	1.26	0.58	1.30	1.99	0.61
2.28	0.97	1.37	0.56	0.92	1.26	0.58	1.50	2.19	0.81
2.281	1.02	1.43	0.61	0.94	1.28	0.60	1.58	2.27	0.89
2.282	1.01	1.42	0.60	0.93	1.27	0.59	1.57	2.26	0.88
2.283	1.00	1.40	0.59	0.92	1.26	0.59	1.55	2.23	0.86
2.284	1.00	1.40	0.59	0.92	1.26	0.59	1.55	2.23	0.87
2.285	0.98	1.38	0.57	0.91	1.24	0.57	1.52	2.20	0.84
2.286	0.99	1.40	0.59	0.92	1.25	0.58	1.54	2.23	0.86
2.287	1.04	1.44	0.65	0.95	1.28	0.62	1.62	2.29	0.95
2.288	1.18	1.58	0.78	1.03	1.35	0.71	1.82	2.49	1.14
2.289	1.16	1.56	0.77	1.01	1.34	0.69	1.80	2.47	1.13
2.29	0.99	1.39	0.60	1.03	1.36	0.71	1.54	2.21	0.87
2.291	1.27	1.66	0.88	1.08	1.40	0.76	1.95	2.61	1.29
2.292	1.33	1.73	0.94	1.14	1.46	0.82	2.05	2.71	1.38
2.293	1.32	1.70	0.93	1.13	1.45	0.82	2.02	2.68	1.36
2.294	1.29	1.67	0.92	1.12	1.43	0.81	1.99	2.64	1.34
2.295	1.31	1.68	0.94	1.14	1.44	0.83	2.01	2.65	1.37
2.296	1.33	1.70	0.96	1.17	1.47	0.86	2.04	2.68	1.41
2.297	1.37	1.74	1.00	1.21	1.51	0.91	2.10	2.74	1.46
2.298	1.32	1.68	0.96	1.21	1.50	0.91	2.03	2.65	1.40
2.299	1.32	1.67	0.96	1.22	1.52	0.93	2.02	2.64	1.41
2.3	1.32	1.69	0.96	1.22	1.52	0.93	2.03	2.66	1.41
2.301	1.33	1.71	0.96	1.22	1.52	0.92	2.05	2.69	1.40
2.302	1.31	1.69	0.93	1.21	1.51	0.91	2.01	2.67	1.36
2.303	1.30	1.69	0.91	1.21	1.51	0.91	2.00	2.66	1.33
2.304	1.27	1.67	0.87	1.20	1.50	0.90	1.95	2.62	1.27
2.305	1.23	1.64	0.83	1.20	1.50	0.89	1.90	2.58	1.21
2.306	1.15	1.55	0.76	1.20	1.51	0.89	1.78	2.45	1.11
2.307	1.15	1.56	0.75	1.21	1.52	0.91	1.78	2.46	1.10
2.308	1.17	1.57	0.77	1.22	1.53	0.91	1.81	2.49	1.12
2.309	1.21	1.59	0.83	1.25	1.56	0.94	1.86	2.52	1.21
2.31	1.17	1.56	0.79	1.24	1.54	0.94	1.81	2.47	1.16
2.311	1.04	1.40	0.67	1.19	1.50	0.88	1.60	2.23	0.98
2.312	0.98	1.39	0.57	1.11	1.44	0.78	1.52	2.21	0.83
2.313	1.01	1.42	0.60	1.12	1.44	0.80	1.57	2.26	0.88
2.314	0.77	1.14	0.40	1.07	1.40	0.74	1.20	1.84	0.56
2.315	0.84	1.23	0.44	1.08	1.41	0.75	1.31	1.98	0.64
2.316	0.94	1.33	0.55	1.10	1.42	0.78	1.46	2.12	0.79
2.317	1.03	1.42	0.64	1.11	1.43	0.79	1.59	2.26	0.93
2.318	1.01	1.39	0.63	1.14	1.46	0.82	1.57	2.22	0.92
2.319	0.98	1.37	0.59	1.11	1.44	0.78	1.52	2.18	0.86
2.32	1.18	1.55	0.81	1.19	1.50	0.87	1.82	2.46	1.18
2.321	1.18	1.55	0.81	1.23	1.54	0.91	1.82	2.46	1.18
2.322	1.13	1.51	0.75	1.20	1.51	0.88	1.74	2.39	1.09
2.323	1.34	1.72	0.96	1.31	1.61	1.00	2.05	2.70	1.41
2.324	1.23	1.60	0.86	1.25	1.56	0.95	1.89	2.53	1.26
2.325	1.18	1.56	0.80	1.22	1.53	0.91	1.82	2.47	1.17
2.326	0.97	1.42	0.52	1.11	1.44	0.77	1.50	2.25	0.75
2.327	0.87	1.32	0.42	1.05	1.39	0.72	1.35	2.10	0.60
2.328	0.80	1.26	0.33	1.02	1.35	0.68	1.24	2.01	0.48
2.329	0.76	1.23	0.29	0.99	1.33	0.64	1.19	1.97	0.41
2.33	0.75	1.21	0.29	0.98	1.33	0.64	1.18	1.94	0.42
2.331	0.92	1.36	0.48	1.06	1.39	0.72	1.43	2.17	0.70
2.332	0.96	1.40	0.52	1.07	1.41	0.73	1.49	2.22	0.76
2.333	1.16	1.58	0.74	1.16	1.49	0.84	1.80	2.50	1.09
2.334	1.03	1.43	0.63	1.18	1.51	0.86	1.60	2.28	0.91
2.335	1.16	1.59	0.74	1.15	1.49	0.82	1.80	2.51	1.08
2.336	1.28	1.68	0.89	1.20	1.52	0.88	1.97	2.65	1.30
2.337	1.25	1.65	0.86	1.19	1.51	0.86	1.93	2.61	1.26
2.338	1.36	1.74	0.98	1.23	1.55	0.91	2.08	2.73	1.43
2.339	1.34	1.72	0.96	1.22	1.54	0.90	2.06	2.71	1.40
2.34	1.37	1.75	0.99	1.23	1.55	0.91	2.10	2.75	1.45
2.341	1.54	1.91	1.18	1.26	1.58	0.95	2.35	2.98	1.72
2.342	1.46	1.82	1.09	1.27	1.58	0.95	2.22	2.86	1.59
2.343	1.46	1.82	1.09	1.26	1.58	0.95	2.22	2.86	1.59
2.344	1.26	1.66	0.87	1.27	1.59	0.96	1.94	2.61	1.27
2.345	1.40	1.77	1.03	1.23	1.55	0.91	2.14	2.78	1.50
2.346	1.48	1.85	1.12	1.28	1.59	0.96	2.27	2.90	1.63
2.347	1.46	1.83	1.10	1.25	1.56	0.94	2.23	2.86	1.61
2.348	1.39	1.76	1.03	1.25	1.56	0.94	2.13	2.76	1.51
2.349	1.50	1.86	1.13	1.30	1.61	0.99	2.28	2.91	1.65
2.35	1.40	1.76	1.04	1.28	1.58	0.97	2.15	2.77	1.53
2.351	1.35	1.72	0.98	1.21	1.52	0.90	2.07	2.70	1.44
2.352	1.19	1.56	0.81	1.18	1.49	0.86	1.83	2.48	1.19
2.353	1.15	1.50	0.80	1.17	1.47	0.86	1.77	2.38	1.17
2.354	1.03	1.39	0.67	1.11	1.43	0.80	1.60	2.22	0.97
2.355	0.97	1.33	0.61	1.08	1.39	0.76	1.50	2.13	0.88
2.356	0.77	1.13	0.42	1.07	1.39	0.75	1.21	1.82	0.59
2.357	0.77	1.09	0.45	1.07	1.38	0.77	1.21	1.78	0.64
2.358	0.54	0.92	0.17	0.97	1.30	0.64	0.86	1.50	0.21
2.359	0.59	0.93	0.25	1.00	1.31	0.69	0.93	1.52	0.34
2.36	0.55	0.89	0.22	0.98	1.30	0.67	0.87	1.46	0.28
2.361	0.53	0.87	0.20	0.99	1.30	0.68	0.84	1.43	0.25
2.362	0.62	0.95	0.29	1.00	1.31	0.69	0.97	1.55	0.39
2.363	0.58	0.90	0.26	1.01	1.32	0.70	0.91	1.48	0.34
2.364	0.51	0.85	0.18	0.97	1.29	0.66	0.81	1.39	0.22
2.365	0.66	1.01	0.31	0.96	1.28	0.64	1.03	1.64	0.42
2.366	0.74	1.08	0.40	0.97	1.29	0.66	1.15	1.75	0.56
2.367	0.75	1.10	0.40	1.01	1.32	0.69	1.18	1.79	0.57
2.368	0.78	1.14	0.43	1.02	1.33	0.70	1.22	1.84	0.61
2.369	0.76	1.13	0.40	1.00	1.32	0.67	1.19	1.82	0.57
2.37	0.88	1.24	0.52	1.05	1.36	0.73	1.37	1.99	0.75
2.371	0.80	1.18	0.43	1.03	1.36	0.71	1.25	1.90	0.61
2.372	0.66	1.09	0.23	0.96	1.32	0.60	1.03	1.76	0.31
2.373	0.76	1.17	0.35	1.03	1.37	0.69	1.19	1.87	0.50
2.374	0.87	1.29	0.46	1.10	1.44	0.76	1.36	2.06	0.67
2.375	0.84	1.24	0.43	1.08	1.41	0.74	1.31	1.98	0.63
2.376	0.98	1.39	0.56	1.10	1.44	0.77	1.52	2.22	0.82
2.377	1.13	1.51	0.75	1.20	1.51	0.88	1.75	2.40	1.10
2.378	1.21	1.59	0.82	1.25	1.56	0.93	1.86	2.51	1.21
2.379	1.29	1.67	0.91	1.30	1.62	0.99	1.98	2.63	1.33
2.38	1.37	1.74	1.00	1.35	1.66	1.04	2.10	2.73	1.47
2.381	1.30	1.68	0.92	1.33	1.64	1.01	2.00	2.65	1.35
2.382	1.32	1.69	0.96	1.33	1.63	1.02	2.03	2.67	1.40
2.383	1.24	1.63	0.86	1.27	1.59	0.96	1.92	2.57	1.26
2.384	1.27	1.67	0.86	1.28	1.60	0.95	1.95	2.63	1.27
2.385	1.25	1.67	0.83	1.26	1.59	0.92	1.92	2.62	1.22
2.386	1.21	1.65	0.77	1.25	1.59	0.92	1.86	2.60	1.13
2.387	1.26	1.68	0.85	1.30	1.62	0.98	1.95	2.65	1.24
2.388	1.35	1.74	0.96	1.36	1.67	1.04	2.07	2.74	1.41
2.389	1.31	1.71	0.92	1.37	1.68	1.05	2.01	2.69	1.34
2.39	1.38	1.78	0.99	1.40	1.72	1.08	2.12	2.79	1.45
2.391	1.46	1.88	1.05	1.49	1.80	1.17	2.23	2.93	1.54
2.392	1.52	1.94	1.10	1.52	1.84	1.21	2.32	3.02	1.62
2.393	1.48	1.91	1.04	1.50	1.83	1.17	2.25	2.98	1.52
2.394	1.56	1.97	1.15	1.54	1.86	1.23	2.38	3.06	1.69
2.395	1.56	1.97	1.15	1.55	1.87	1.23	2.37	3.06	1.69
2.396	1.53	1.93	1.13	1.53	1.84	1.21	2.33	3.00	1.65
2.397	1.47	1.86	1.08	1.50	1.82	1.18	2.24	2.90	1.58
2.398	1.38	1.79	0.97	1.44	1.77	1.10	2.11	2.81	1.42
2.399	1.33	1.75	0.92	1.43	1.77	1.09	2.05	2.75	1.35
2.4	1.37	1.79	0.95	1.46	1.80	1.12	2.10	2.80	1.39
2.401	1.33	1.77	0.90	1.43	1.78	1.08	2.05	2.77	1.32
2.402	1.33	1.79	0.88	1.43	1.80	1.07	2.04	2.79	1.29
2.403	1.34	1.76	0.92	1.49	1.85	1.13	2.05	2.75	1.36
2.404	1.31	1.74	0.89	1.48	1.85	1.11	2.02	2.74	1.30
2.405	1.17	1.64	0.69	1.41	1.80	1.02	1.80	2.57	1.02
2.406	1.20	1.67	0.74	1.43	1.82	1.04	1.85	2.62	1.08
2.407	1.30	1.77	0.84	1.50	1.90	1.10	2.00	2.77	1.23
2.408	1.43	1.91	0.95	1.58	2.00	1.17	2.19	2.97	1.40
2.409	1.52	2.01	1.03	1.64	2.07	1.21	2.32	3.12	1.51
2.41	1.57	2.09	1.04	1.64	2.09	1.18	2.38	3.23	1.54
2.411	1.66	2.19	1.13	1.71	2.18	1.23	2.52	3.37	1.66
2.412	1.67	2.18	1.16	1.70	2.17	1.24	2.53	3.37	1.70
2.413	1.74	2.23	1.24	1.73	2.19	1.27	2.62	3.43	1.81
2.414	1.72	2.21	1.22	1.72	2.17	1.26	2.60	3.41	1.79
2.415	1.63	2.16	1.11	1.67	2.13	1.21	2.48	3.33	1.63
2.416	1.89	2.39	1.39	1.73	2.17	1.29	2.85	3.66	2.03
2.417	1.66	2.15	1.17	1.67	2.11	1.23	2.51	3.31	1.71
2.418	1.62	2.12	1.12	1.65	2.09	1.21	2.46	3.28	1.65
2.419	1.72	2.19	1.25	1.69	2.11	1.26	2.61	3.38	1.83
2.42	1.84	2.29	1.38	1.79	2.22	1.36	2.77	3.52	2.01
2.421	1.85	2.30	1.39	1.75	2.19	1.32	2.78	3.53	2.03
2.422	1.85	2.32	1.38	1.73	2.17	1.29	2.79	3.56	2.02
2.423	1.79	2.28	1.29	1.73	2.18	1.28	2.70	3.50	1.89
2.424	1.82	2.32	1.33	1.75	2.20	1.29	2.75	3.56	1.94
2.425	1.82	2.33	1.31	1.74	2.20	1.27	2.74	3.57	1.92
2.426	1.58	2.08	1.09	1.60	2.05	1.15	2.40	3.21	1.59
2.427	1.43	1.91	0.95	1.47	1.91	1.04	2.19	2.97	1.40
2.428	1.37	1.83	0.92	1.41	1.83	0.99	2.10	2.85	1.35
2.429	1.08	1.54	0.63	1.23	1.65	0.82	1.68	2.43	0.92
2.43	1.03	1.47	0.59	1.17	1.58	0.76	1.56	2.29	0.83
2.431	0.94	1.40	0.48	1.10	1.52	0.69	1.42	2.18	0.67
2.432	0.78	1.29	0.28	1.01	1.45	0.57	1.18	2.00	0.36
2.433	0.65	1.19	0.10	0.92	1.38	0.45	0.96	1.84	0.08
2.434	0.74	1.25	0.23	0.95	1.41	0.49	1.10	1.93	0.27
2.435	0.66	1.18	0.14	0.89	1.35	0.42	0.97	1.82	0.13
2.436	0.62	1.14	0.10	0.85	1.32	0.37	0.91	1.76	0.06
2.437	0.63	1.15	0.10	0.85	1.33	0.36	0.91	1.77	0.06
2.438	0.65	1.16	0.14	0.88	1.35	0.40	0.95	1.78	0.12
2.439	0.69	1.17	0.20	0.90	1.36	0.45	1.01	1.80	0.21
2.44	0.79	1.26	0.32	0.97	1.41	0.54	1.15	1.93	0.37
2.441	0.73	1.19	0.27	0.95	1.37	0.52	1.07	1.83	0.31
2.442	0.72	1.16	0.29	0.93	1.35	0.52	1.06	1.79	0.33
2.443	0.72	1.15	0.29	0.93	1.33	0.53	1.06	1.78	0.34
2.444	0.73	1.15	0.31	0.94	1.33	0.55	1.08	1.78	0.38
2.445	0.71	1.13	0.29	0.93	1.32	0.54	1.06	1.77	0.35
2.446	0.74	1.14	0.34	0.94	1.31	0.56	1.11	1.78	0.43
2.447	0.75	1.14	0.36	0.94	1.30	0.57	1.13	1.79	0.46
2.448	0.82	1.21	0.43	0.97	1.33	0.61	1.22	1.88	0.56
2.449	0.70	1.08	0.33	0.91	1.27	0.56	1.06	1.70	0.42
2.45	0.78	1.14	0.41	0.96	1.30	0.62	1.18	1.81	0.55
2.451	0.80	1.17	0.43	0.98	1.33	0.64	1.22	1.86	0.58
2.452	0.88	1.28	0.48	1.03	1.38	0.68	1.33	2.01	0.66
2.453	0.94	1.34	0.54	1.05	1.40	0.71	1.42	2.10	0.74
2.454	1.01	1.40	0.62	1.10	1.45	0.76	1.54	2.21	0.88
2.455	1.08	1.45	0.71	1.15	1.48	0.82	1.65	2.29	1.02
2.456	1.08	1.44	0.72	1.14	1.47	0.81	1.66	2.28	1.04
2.457	1.05	1.43	0.66	1.13	1.47	0.78	1.62	2.28	0.96
2.458	1.14	1.52	0.77	1.15	1.49	0.81	1.77	2.41	1.13
2.459	1.18	1.56	0.80	1.17	1.52	0.82	1.84	2.48	1.19
2.46	1.28	1.67	0.88	1.22	1.58	0.87	1.96	2.63	1.29
2.461	1.32	1.71	0.93	1.22	1.58	0.87	2.02	2.69	1.35
2.462	1.18	1.56	0.80	1.13	1.49	0.78	1.82	2.48	1.17
2.463	1.22	1.59	0.84	1.15	1.50	0.80	1.87	2.52	1.23
2.464	1.21	1.58	0.85	1.16	1.51	0.81	1.88	2.51	1.24
2.465	1.22	1.58	0.86	1.17	1.52	0.83	1.89	2.51	1.27
2.466	1.24	1.59	0.89	1.18	1.52	0.84	1.93	2.53	1.32
2.467	1.17	1.52	0.81	1.14	1.49	0.80	1.82	2.44	1.20
2.468	1.31	1.67	0.95	1.18	1.53	0.83	2.03	2.65	1.40
2.469	1.29	1.65	0.93	1.17	1.52	0.82	2.01	2.63	1.39
2.47	1.26	1.68	0.85	1.28	1.63	0.92	1.96	2.65	1.26
2.471	1.32	1.70	0.94	1.20	1.56	0.85	2.04	2.69	1.39
2.472	1.33	1.70	0.96	1.20	1.55	0.84	2.04	2.68	1.41
2.473	1.38	1.75	1.02	1.23	1.58	0.88	2.12	2.75	1.48
2.474	1.29	1.66	0.91	1.17	1.52	0.82	1.97	2.61	1.33
2.475	1.15	1.55	0.75	1.11	1.47	0.75	1.76	2.44	1.09
2.476	1.21	1.59	0.84	1.14	1.50	0.79	1.85	2.50	1.21
2.477	1.24	1.61	0.87	1.14	1.49	0.79	1.88	2.52	1.24
2.478	1.28	1.65	0.92	1.16	1.51	0.81	1.94	2.57	1.31
2.479	1.00	1.42	0.59	1.02	1.39	0.66	1.52	2.21	0.83
2.48	0.98	1.38	0.57	1.01	1.38	0.64	1.48	2.16	0.80
2.481	0.98	1.38	0.58	1.02	1.39	0.65	1.49	2.16	0.81
2.482	1.00	1.40	0.60	1.04	1.42	0.67	1.51	2.19	0.84
2.483	0.83	1.26	0.40	0.96	1.36	0.57	1.26	1.98	0.53
2.484	0.79	1.24	0.34	0.96	1.37	0.56	1.20	1.95	0.45
2.485	0.72	1.17	0.28	0.93	1.33	0.53	1.11	1.85	0.36
2.486	0.75	1.18	0.31	0.94	1.32	0.56	1.14	1.87	0.42
2.487	0.66	1.10	0.22	0.89	1.27	0.51	1.02	1.75	0.29
2.488	0.59	1.04	0.15	0.85	1.23	0.47	0.91	1.65	0.17
2.489	0.60	1.04	0.15	0.86	1.24	0.49	0.92	1.66	0.18
2.49	0.63	1.05	0.22	0.88	1.25	0.52	0.98	1.68	0.28
2.491	0.66	1.06	0.27	0.90	1.26	0.55	1.03	1.70	0.36
2.492	0.70	1.09	0.32	0.92	1.27	0.58	1.09	1.75	0.44
2.493	0.78	1.14	0.41	0.96	1.30	0.63	1.20	1.83	0.57
2.494	0.84	1.21	0.47	0.99	1.32	0.66	1.30	1.93	0.66
2.495	0.93	1.30	0.55	1.05	1.38	0.71	1.43	2.07	0.78
2.496	1.13	1.50	0.77	1.16	1.49	0.84	1.74	2.37	1.10
2.497	1.22	1.59	0.84	1.22	1.54	0.89	1.86	2.50	1.23
2.498	1.30	1.68	0.93	1.27	1.60	0.94	1.99	2.63	1.35
2.499	1.36	1.75	0.98	1.31	1.64	0.97	2.08	2.74	1.43
2.5	1.53	1.91	1.15	1.45	1.78	1.11	2.32	2.97	1.67
2.501	1.60	1.99	1.20	1.49	1.83	1.16	2.41	3.08	1.74
2.502	1.59	1.99	1.18	1.49	1.83	1.15	2.40	3.08	1.71
2.503	1.71	2.10	1.33	1.54	1.87	1.21	2.58	3.23	1.93
2.504	1.69	2.09	1.29	1.56	1.89	1.23	2.54	3.22	1.87
2.505	1.67	2.08	1.26	1.54	1.88	1.20	2.50	3.19	1.82
2.506	1.60	1.99	1.21	1.46	1.80	1.12	2.42	3.08	1.75
2.507	1.47	1.84	1.09	1.41	1.74	1.08	2.23	2.87	1.59
2.508	1.28	1.66	0.89	1.27	1.61	0.94	1.96	2.61	1.30
2.509	1.13	1.52	0.74	1.19	1.52	0.85	1.74	2.40	1.08
2.51	0.91	1.32	0.49	1.04	1.39	0.69	1.41	2.11	0.71
2.511	0.72	1.14	0.31	0.92	1.27	0.56	1.13	1.82	0.43
2.512	0.67	1.09	0.25	0.86	1.23	0.49	1.05	1.76	0.34
2.513	0.63	1.03	0.22	0.85	1.21	0.50	0.99	1.68	0.31
2.514	0.48	0.91	0.06	0.78	1.15	0.42	0.78	1.49	0.06
2.515	0.54	0.94	0.14	0.81	1.17	0.46	0.86	1.55	0.18
2.516	0.50	0.92	0.09	0.76	1.12	0.39	0.80	1.50	0.11
2.517	0.40	0.82	-0.02	0.71	1.08	0.35	0.64	1.35	-0.06
2.518	0.27	0.72	-0.17	0.63	1.02	0.25	0.45	1.19	-0.29
2.519	0.09	0.56	-0.37	0.52	0.92	0.12	0.16	0.93	-0.60
2.52	0.03	0.51	-0.46	0.48	0.89	0.06	0.06	0.85	-0.74
2.521	0.07	0.52	-0.38	0.50	0.90	0.10	0.12	0.87	-0.63
2.522	0.39	0.84	-0.06	0.60	0.99	0.20	0.62	1.37	-0.12
2.523	0.52	0.97	0.06	0.69	1.08	0.29	0.82	1.57	0.06
2.524	0.60	1.05	0.15	0.71	1.11	0.32	0.94	1.68	0.20
2.525	0.40	0.85	-0.05	0.70	1.10	0.31	0.63	1.38	-0.12
