Age	d18Osw	sigma
4.528	-0.28	0.30
4.529	-0.26	0.29
4.53	-0.24	0.30
4.531	-0.24	0.31
4.532	-0.25	0.32
4.533	-0.24	0.34
4.534	-0.17	0.37
4.535	-0.23	0.38
4.536	-0.25	0.37
4.537	-0.28	0.35
4.538	-0.30	0.34
4.539	-0.33	0.32
4.54	-0.33	0.31
4.541	-0.33	0.30
4.542	-0.33	0.29
4.543	-0.32	0.28
4.544	-0.32	0.28
4.545	-0.32	0.27
4.546	-0.30	0.28
4.547	-0.29	0.28
4.548	-0.28	0.29
4.549	-0.27	0.30
4.55	-0.26	0.31
4.551	-0.26	0.30
4.552	-0.26	0.29
4.553	-0.26	0.29
4.554	-0.26	0.28
4.555	-0.26	0.28
4.556	-0.23	0.28
4.557	-0.18	0.29
4.558	-0.18	0.30
4.559	-0.16	0.30
4.56	-0.13	0.31
4.561	-0.11	0.32
4.562	-0.11	0.33
4.563	-0.12	0.33
4.564	-0.10	0.34
4.565	-0.11	0.34
4.566	-0.09	0.35
4.567	-0.11	0.35
4.568	-0.12	0.35
4.569	-0.14	0.35
4.57	-0.15	0.35
4.571	-0.12	0.34
4.572	-0.10	0.33
4.573	-0.07	0.32
4.574	-0.02	0.31
4.575	-0.01	0.30
4.576	-0.05	0.30
4.577	-0.07	0.29
4.578	-0.09	0.29
4.579	-0.06	0.29
4.58	-0.15	0.28
4.581	-0.13	0.28
4.582	-0.13	0.28
4.583	-0.12	0.28
4.584	-0.12	0.28
4.585	-0.13	0.29
4.586	-0.14	0.29
4.587	-0.18	0.30
4.588	-0.20	0.31
4.589	-0.23	0.32
4.59	-0.23	0.32
4.591	-0.22	0.31
4.592	-0.23	0.31
4.593	-0.26	0.29
4.594	-0.24	0.29
4.595	-0.25	0.29
4.596	-0.27	0.29
4.597	-0.28	0.29
4.598	-0.28	0.30
4.599	-0.27	0.30
4.6	-0.28	0.29
4.601	-0.24	0.29
4.602	-0.17	0.30
4.603	-0.17	0.28
4.604	-0.16	0.28
4.605	-0.14	0.28
4.606	-0.11	0.28
4.607	-0.11	0.28
4.608	-0.09	0.29
4.609	-0.06	0.30
4.61	-0.04	0.31
4.611	-0.05	0.31
4.612	-0.06	0.32
4.613	-0.06	0.32
4.614	-0.05	0.32
4.615	-0.09	0.32
4.616	-0.13	0.32
4.617	-0.17	0.33
4.618	-0.21	0.34
4.619	-0.25	0.35
4.62	-0.29	0.36
4.621	-0.26	0.35
4.622	-0.25	0.34
4.623	-0.21	0.32
4.624	-0.13	0.32
4.625	-0.13	0.31
4.626	-0.13	0.30
4.627	-0.11	0.31
4.628	-0.08	0.31
4.629	-0.10	0.30
4.63	-0.04	0.32
4.631	-0.07	0.31
4.632	-0.09	0.31
4.633	-0.12	0.31
4.634	-0.15	0.30
4.635	-0.19	0.30
4.636	-0.20	0.30
4.637	-0.21	0.30
4.638	-0.22	0.30
4.639	-0.24	0.30
4.64	-0.25	0.29
4.641	-0.27	0.29
4.642	-0.28	0.30
4.643	-0.30	0.29
4.644	-0.32	0.29
4.645	-0.33	0.28
4.646	-0.28	0.30
4.647	-0.18	0.32
4.648	-0.18	0.32
4.649	-0.12	0.33
4.65	-0.07	0.34
4.651	-0.07	0.33
4.652	-0.08	0.33
4.653	-0.09	0.32
4.654	-0.09	0.32
4.655	-0.10	0.31
4.656	-0.13	0.31
4.657	-0.15	0.31
4.658	-0.19	0.30
4.659	-0.21	0.30
4.66	-0.23	0.30
4.661	-0.29	0.30
4.662	-0.27	0.31
4.663	-0.29	0.33
4.664	-0.31	0.33
4.665	-0.33	0.34
4.666	-0.31	0.34
4.667	-0.30	0.33
4.668	-0.28	0.32
4.669	-0.26	0.32
4.67	-0.23	0.30
4.671	-0.24	0.31
4.672	-0.25	0.32
4.673	-0.25	0.33
4.674	-0.22	0.34
4.675	-0.26	0.34
4.676	-0.23	0.33
4.677	-0.18	0.33
4.678	-0.17	0.32
4.679	-0.14	0.31
4.68	-0.11	0.31
4.681	-0.09	0.31
4.682	-0.08	0.31
4.683	-0.07	0.30
4.684	-0.04	0.30
4.685	-0.01	0.30
4.686	-0.02	0.30
4.687	-0.02	0.31
4.688	-0.02	0.31
4.689	-0.04	0.31
4.69	-0.03	0.32
4.691	-0.06	0.31
4.692	-0.07	0.30
4.693	-0.07	0.30
4.694	-0.07	0.29
4.695	-0.07	0.29
4.696	-0.11	0.29
4.697	-0.15	0.29
4.698	-0.21	0.29
4.699	-0.21	0.29
4.7	-0.23	0.29
4.701	-0.23	0.29
4.702	-0.21	0.28
4.703	-0.22	0.28
4.704	-0.21	0.27
4.705	-0.21	0.27
4.706	-0.21	0.28
4.707	-0.22	0.28
4.708	-0.22	0.28
4.709	-0.22	0.29
4.71	-0.23	0.29
4.711	-0.23	0.29
4.712	-0.20	0.30
4.713	-0.23	0.31
4.714	-0.23	0.32
4.715	-0.22	0.33
4.716	-0.27	0.32
4.717	-0.28	0.31
4.718	-0.29	0.31
4.719	-0.30	0.30
4.72	-0.30	0.29
4.721	-0.24	0.29
4.722	-0.18	0.29
4.723	-0.12	0.29
4.724	-0.06	0.28
4.725	0.00	0.28
4.726	-0.01	0.29
4.727	-0.01	0.31
4.728	-0.02	0.32
4.729	-0.02	0.34
4.73	-0.02	0.36
4.731	-0.04	0.37
4.732	-0.05	0.37
4.733	-0.08	0.38
4.734	-0.10	0.38
4.735	-0.10	0.38
4.736	-0.13	0.35
4.737	-0.15	0.33
4.738	-0.16	0.31
4.739	-0.11	0.29
4.74	-0.16	0.27
4.741	-0.19	0.28
4.742	-0.19	0.29
4.743	-0.22	0.30
4.744	-0.23	0.31
4.745	-0.24	0.32
4.746	-0.23	0.31
4.747	-0.21	0.30
4.748	-0.20	0.29
4.749	-0.20	0.29
4.75	-0.21	0.28
4.751	-0.24	0.28
4.752	-0.25	0.28
4.753	-0.26	0.27
4.754	-0.27	0.27
4.755	-0.30	0.27
4.756	-0.33	0.28
4.757	-0.29	0.29
4.758	-0.39	0.29
4.759	-0.41	0.30
4.76	-0.42	0.31
4.761	-0.38	0.30
4.762	-0.34	0.30
4.763	-0.29	0.29
4.764	-0.25	0.29
4.765	-0.21	0.28
4.766	-0.17	0.28
4.767	-0.13	0.28
4.768	-0.08	0.28
4.769	-0.04	0.28
4.77	-0.01	0.28
4.771	-0.01	0.28
4.772	-0.01	0.28
4.773	-0.01	0.28
4.774	-0.01	0.28
4.775	-0.01	0.28
4.776	-0.05	0.28
4.777	-0.10	0.28
4.778	-0.13	0.28
4.779	-0.17	0.28
4.78	-0.17	0.29
4.781	-0.23	0.28
4.782	-0.26	0.29
4.783	-0.29	0.29
4.784	-0.32	0.29
4.785	-0.35	0.29
4.786	-0.33	0.29
4.787	-0.32	0.29
4.788	-0.31	0.29
4.789	-0.30	0.29
4.79	-0.29	0.29
4.791	-0.30	0.29
4.792	-0.30	0.29
4.793	-0.30	0.29
4.794	-0.30	0.29
4.795	-0.30	0.30
4.796	-0.30	0.30
4.797	-0.31	0.29
4.798	-0.32	0.29
4.799	-0.31	0.29
4.8	-0.40	0.29
4.801	-0.34	0.29
4.802	-0.35	0.30
4.803	-0.35	0.31
4.804	-0.31	0.31
4.805	-0.26	0.33
4.806	-0.27	0.32
4.807	-0.23	0.31
4.808	-0.19	0.31
4.809	-0.10	0.32
4.81	-0.07	0.31
4.811	-0.08	0.31
4.812	-0.09	0.30
4.813	-0.10	0.30
4.814	-0.11	0.30
4.815	-0.10	0.30
4.816	-0.14	0.29
4.817	-0.15	0.29
4.818	-0.19	0.29
4.819	-0.22	0.29
4.82	-0.25	0.28
4.821	-0.25	0.29
4.822	-0.25	0.29
4.823	-0.27	0.30
4.824	-0.26	0.31
4.825	-0.28	0.33
4.826	-0.31	0.32
4.827	-0.34	0.31
4.828	-0.37	0.31
4.829	-0.39	0.30
4.83	-0.42	0.29
4.831	-0.36	0.29
4.832	-0.33	0.29
4.833	-0.28	0.29
4.834	-0.24	0.28
4.835	-0.19	0.29
4.836	-0.18	0.30
4.837	-0.17	0.30
4.838	-0.15	0.31
4.839	-0.14	0.32
4.84	-0.12	0.34
4.841	-0.09	0.34
4.842	-0.04	0.34
4.843	-0.01	0.34
4.844	0.03	0.33
4.845	0.06	0.33
4.846	0.04	0.33
4.847	0.02	0.33
4.848	0.00	0.33
4.849	-0.02	0.33
4.85	-0.04	0.33
4.851	0.00	0.33
4.852	-0.05	0.32
4.853	-0.06	0.32
4.854	-0.07	0.32
4.855	-0.08	0.32
4.856	-0.13	0.32
4.857	-0.17	0.32
4.858	-0.22	0.33
4.859	-0.27	0.33
4.86	-0.32	0.33
4.861	-0.31	0.32
4.862	-0.31	0.30
4.863	-0.29	0.30
4.864	-0.27	0.29
4.865	-0.30	0.29
4.866	-0.31	0.29
4.867	-0.29	0.30
4.868	-0.30	0.30
4.869	-0.31	0.31
4.87	-0.36	0.30
4.871	-0.35	0.31
4.872	-0.36	0.31
4.873	-0.37	0.31
4.874	-0.38	0.31
4.875	-0.39	0.31
4.876	-0.37	0.31
4.877	-0.35	0.31
4.878	-0.33	0.31
4.879	-0.31	0.30
4.88	-0.29	0.30
4.881	-0.25	0.29
4.882	-0.20	0.29
4.883	-0.15	0.29
4.884	-0.15	0.28
4.885	-0.07	0.29
4.886	-0.02	0.29
4.887	0.03	0.29
4.888	0.07	0.29
4.889	0.12	0.29
4.89	0.16	0.30
4.891	0.13	0.31
4.892	0.11	0.32
4.893	0.07	0.33
4.894	0.06	0.33
4.895	0.05	0.33
4.896	0.05	0.32
4.897	0.03	0.32
4.898	0.02	0.31
4.899	0.02	0.31
4.9	0.01	0.30
4.901	-0.03	0.30
4.902	-0.08	0.30
4.903	-0.13	0.29
4.904	-0.17	0.29
4.905	-0.22	0.29
4.906	-0.24	0.29
4.907	-0.26	0.30
4.908	-0.29	0.30
4.909	-0.31	0.31
4.91	-0.33	0.32
4.911	-0.32	0.32
4.912	-0.32	0.31
4.913	-0.31	0.30
4.914	-0.30	0.31
4.915	-0.29	0.31
4.916	-0.29	0.31
4.917	-0.29	0.31
4.918	-0.32	0.30
4.919	-0.28	0.31
4.92	-0.29	0.30
4.921	-0.28	0.32
4.922	-0.29	0.31
4.923	-0.29	0.31
4.924	-0.31	0.31
4.925	-0.30	0.31
4.926	-0.30	0.31
4.927	-0.30	0.32
4.928	-0.34	0.31
4.929	-0.31	0.33
4.93	-0.31	0.33
4.931	-0.29	0.33
4.932	-0.27	0.32
4.933	-0.25	0.32
4.934	-0.25	0.31
4.935	-0.19	0.31
4.936	-0.18	0.31
4.937	-0.15	0.30
4.938	-0.13	0.30
4.939	-0.10	0.30
4.94	-0.09	0.29
4.941	-0.09	0.29
4.942	-0.10	0.30
4.943	-0.12	0.29
4.944	-0.12	0.30
4.945	-0.17	0.29
4.946	-0.16	0.30
4.947	-0.19	0.30
4.948	-0.23	0.30
4.949	-0.26	0.30
4.95	-0.29	0.29
4.951	-0.29	0.30
4.952	-0.34	0.32
4.953	-0.36	0.34
4.954	-0.39	0.35
4.955	-0.41	0.38
4.956	-0.37	0.36
4.957	-0.33	0.34
4.958	-0.28	0.32
4.959	-0.25	0.31
4.96	-0.22	0.29
4.961	-0.23	0.31
4.962	-0.28	0.32
4.963	-0.32	0.33
4.964	-0.35	0.34
4.965	-0.38	0.35
4.966	-0.36	0.35
4.967	-0.33	0.35
4.968	-0.30	0.35
4.969	-0.28	0.34
4.97	-0.24	0.34
4.971	-0.31	0.32
4.972	-0.30	0.32
4.973	-0.33	0.31
4.974	-0.36	0.31
4.975	-0.39	0.30
4.976	-0.36	0.30
4.977	-0.33	0.31
4.978	-0.32	0.31
4.979	-0.26	0.32
4.98	-0.23	0.32
4.981	-0.23	0.32
4.982	-0.24	0.31
4.983	-0.25	0.31
4.984	-0.25	0.31
4.985	-0.25	0.30
4.986	-0.28	0.30
4.987	-0.30	0.30
4.988	-0.32	0.30
4.989	-0.34	0.30
4.99	-0.36	0.29
4.991	-0.31	0.30
4.992	-0.28	0.30
4.993	-0.24	0.29
4.994	-0.21	0.29
4.995	-0.19	0.29
4.996	-0.19	0.29
4.997	-0.18	0.29
4.998	-0.19	0.29
4.999	-0.20	0.30
5	-0.21	0.29

