Age	OcnTemp	sigma
3.172	0.865	0.30
3.173	0.885	0.28
3.174	0.89	0.29
3.175	0.87	0.29
3.176	0.855	0.29
3.177	0.85	0.29
3.178	0.86	0.29
3.179	0.85	0.29
3.18	0.83	0.29
3.181	0.845	0.29
3.182	0.85	0.29
3.183	0.875	0.29
3.184	0.9	0.29
3.185	0.925	0.28
3.186	0.915	0.27
3.187	0.925	0.28
3.188	0.94	0.28
3.189	0.94	0.28
3.19	1.005	0.28
3.191	0.93	0.30
3.192	0.965	0.31
3.193	1	0.29
3.194	1.05	0.29
3.195	1.07	0.29
3.196	1.04	0.29
3.197	1.02	0.29
3.198	1.025	0.29
3.199	1.04	0.29
3.2	1.045	0.30
3.201	1.035	0.30
3.202	0.995	0.30
3.203	1.025	0.33
3.204	1.03	0.33
3.205	1.005	0.33
3.206	1	0.34
3.207	1.01	0.31
3.208	1.025	0.31
3.209	1.03	0.31
3.21	0.985	0.32
3.211	0.965	0.33
3.212	0.965	0.32
3.213	0.96	0.30
3.214	0.935	0.30
3.215	0.905	0.29
3.216	0.925	0.31
3.217	0.91	0.31
3.218	0.9	0.32
3.219	0.915	0.31
3.22	0.94	0.31
3.221	0.925	0.29
3.222	0.905	0.30
3.223	0.88	0.31
3.224	0.88	0.30
3.225	0.915	0.30
3.226	0.96	0.30
3.227	0.955	0.30
3.228	0.915	0.28
3.229	0.935	0.30
3.23	0.975	0.30
3.231	0.925	0.30
3.232	0.93	0.29
3.233	0.9	0.30
3.234	0.885	0.30
3.235	0.89	0.29
3.236	0.88	0.28
3.237	0.86	0.28
3.238	0.865	0.28
3.239	0.87	0.28
3.24	0.915	0.29
3.241	0.9	0.29
3.242	0.875	0.27
3.243	0.9	0.27
3.244	0.905	0.28
3.245	0.88	0.28
3.246	0.855	0.27
3.247	0.87	0.27
3.248	0.895	0.27
3.249	0.915	0.26
3.25	0.915	0.26
3.251	0.885	0.27
3.252	0.88	0.28
3.253	0.89	0.30
3.254	0.9	0.31
3.255	0.99	0.36
3.256	1.05	0.35
3.257	1.105	0.34
3.258	1.065	0.34
3.259	1.015	0.36
3.26	1.03	0.33
3.261	1.045	0.30
3.262	1.045	0.29
3.263	1.06	0.29
3.264	1.065	0.30
3.265	1.035	0.35
3.266	1.01	0.35
3.267	1.005	0.35
3.268	1	0.35
3.269	0.99	0.35
3.27	0.975	0.33
3.271	0.94	0.33
3.272	0.965	0.33
3.273	0.97	0.33
3.274	0.975	0.33
3.275	0.99	0.33
3.276	1.015	0.32
3.277	1.01	0.32
3.278	0.945	0.35
3.279	0.96	0.33
3.28	1.05	0.33
3.281	0.96	0.32
3.282	0.96	0.33
3.283	0.905	0.32
3.284	0.85	0.32
3.285	0.83	0.33
3.286	0.8	0.34
3.287	0.745	0.34
3.288	0.685	0.34
3.289	0.665	0.34
3.29	0.655	0.34
3.291	0.645	0.34
3.292	0.625	0.31
3.293	0.615	0.31
3.294	0.65	0.32
3.295	0.665	0.31
3.296	0.665	0.31
3.297	0.64	0.31
3.298	0.62	0.31
3.299	0.64	0.31
3.3	0.66	0.30
3.301	0.665	0.30
3.302	0.625	0.30
3.303	0.675	0.30
3.304	0.715	0.30
3.305	0.69	0.29
3.306	0.675	0.29
3.307	0.65	0.29
3.308	0.62	0.30
3.309	0.605	0.29
3.31	0.61	0.28
3.311	0.645	0.28
3.312	0.75	0.26
3.313	0.735	0.28
3.314	0.79	0.27
3.315	0.81	0.27
3.316	0.835	0.28
3.317	0.855	0.28
3.318	0.87	0.28
3.319	0.87	0.27
3.32	0.94	0.27
3.321	0.915	0.28
3.322	0.895	0.29
3.323	0.89	0.30
3.324	0.875	0.30
3.325	0.845	0.30
3.326	0.845	0.30
3.327	0.84	0.30
3.328	0.83	0.30
3.329	0.835	0.30
3.33	0.805	0.29
3.331	0.825	0.29
3.332	0.825	0.29
3.333	0.89	0.28
3.334	0.925	0.31
3.335	0.92	0.31
3.336	0.87	0.30
3.337	0.865	0.31
3.338	0.86	0.31
3.339	0.83	0.30
3.34	0.895	0.30
3.341	0.865	0.31
3.342	0.845	0.31
3.343	0.87	0.31
3.344	0.86	0.30
3.345	0.85	0.30
3.346	0.86	0.31
3.347	0.87	0.31
3.348	0.905	0.32
3.349	0.905	0.30
3.35	0.91	0.30
3.351	0.93	0.30
3.352	1.11	0.30
3.353	1.11	0.31
3.354	1.12	0.32
3.355	1.135	0.31
3.356	1.175	0.31
3.357	1.135	0.30
3.358	1.16	0.30
3.359	1.155	0.30
3.36	1.155	0.31
3.361	1.205	0.31
3.362	1.17	0.31
3.363	1.165	0.31
3.364	1.135	0.31
3.365	1.22	0.35
3.366	1.12	0.33
3.367	1.065	0.32
3.368	1.085	0.33
3.369	1.055	0.34
3.37	1.025	0.32
3.371	1.045	0.31
3.372	0.98	0.31
3.373	1.02	0.29
3.374	1.005	0.29
3.375	0.975	0.28
3.376	0.965	0.28
3.377	0.935	0.27
3.378	0.945	0.27
3.379	0.97	0.27
3.38	1.03	0.26
3.381	0.99	0.27
3.382	0.99	0.29
3.383	1.045	0.27
3.384	1.03	0.28
3.385	1.035	0.29
3.386	1.025	0.29
3.387	1.065	0.30
3.388	1.11	0.31
3.389	1.105	0.32
3.39	1.11	0.33
3.391	1.105	0.34
3.392	1.095	0.34
3.393	1.09	0.34
3.394	1.155	0.34
3.395	1.08	0.32
3.396	1.055	0.33
3.397	1.06	0.32
3.398	1.045	0.32
3.399	1.055	0.34
3.4	1.08	0.35
3.401	1.09	0.35
3.402	1.06	0.36
3.403	1.035	0.38
3.404	1.05	0.37
3.405	1.085	0.35
3.406	1.155	0.35
3.407	1.17	0.35
3.408	1.18	0.35
3.409	1.18	0.36
3.41	1.185	0.34
3.411	1.205	0.33
3.412	1.225	0.35
3.413	1.21	0.37
3.414	1.215	0.38
3.415	1.195	0.35
3.416	1.25	0.33
3.417	1.215	0.34
3.418	1.25	0.33
3.419	1.17	0.33
3.42	1.12	0.33
3.421	1.175	0.33
3.422	1.115	0.33
3.423	1.08	0.33
3.424	1.065	0.33
3.425	1.07	0.33
3.426	1.075	0.34
3.427	1.065	0.34
3.428	1.035	0.33
3.429	1.035	0.34
3.43	1.035	0.36
3.431	1.025	0.39
3.432	1.105	0.35
3.433	1.11	0.33
3.434	1.145	0.33
3.435	1.06	0.37
3.436	1.095	0.35
3.437	1.11	0.35
3.438	1.11	0.36
3.439	1.145	0.36
3.44	1.19	0.36
3.441	1.1	0.39
3.442	1.105	0.36
3.443	1.08	0.35
3.444	1.045	0.34
3.445	1.12	0.32
3.446	1.125	0.34
3.447	1.14	0.34
3.448	1.175	0.34
3.449	1.185	0.34
3.45	1.15	0.34
3.451	1.15	0.34
3.452	1.145	0.34
3.453	1.135	0.34
3.454	1.14	0.34
3.455	1.14	0.34
3.456	1.155	0.34
3.457	1.175	0.32
3.458	1.19	0.32
3.459	1.225	0.33
3.46	1.19	0.33
3.461	1.16	0.34
3.462	1.145	0.36
3.463	1.12	0.36
3.464	1.1	0.37
3.465	1.05	0.35
3.466	1.035	0.36
3.467	0.915	0.33
3.468	1.03	0.35
3.469	1.055	0.35
3.47	1.05	0.34
3.471	1.09	0.34
3.472	1.11	0.33
3.473	1.15	0.33
3.474	1.145	0.32
3.475	1.18	0.32
3.476	1.265	0.34
3.477	1.29	0.33
3.478	1.33	0.34
3.479	1.26	0.33
3.48	1.33	0.34
3.481	1.325	0.36
3.482	1.32	0.36
3.483	1.325	0.36
3.484	1.33	0.36
3.485	1.33	0.36
3.486	1.33	0.37
3.487	1.36	0.36
3.488	1.35	0.37
3.489	1.37	0.36
3.49	1.37	0.36
3.491	1.42	0.36
3.492	1.415	0.33
3.493	1.415	0.35
3.494	1.41	0.35
3.495	1.41	0.36
3.496	1.415	0.35
3.497	1.415	0.36
3.498	1.4	0.37
3.499	1.395	0.38
3.5	1.32	0.37
3.501	1.4	0.40
3.502	1.385	0.39
3.503	1.365	0.39
3.504	1.36	0.39
3.505	1.345	0.40
3.506	1.335	0.41
3.507	1.315	0.43
3.508	1.285	0.45
3.509	1.26	0.45
3.51	1.245	0.46
3.511	1.215	0.47
3.512	1.11	0.48
3.513	1.105	0.48
3.514	1.11	0.48
3.515	1.115	0.48
3.516	1.115	0.47
3.517	1.1	0.47
3.518	1.09	0.46
3.519	1.145	0.49
3.52	1.165	0.50
3.521	1.175	0.48
3.522	1.18	0.47
3.523	1.185	0.46
3.524	1.2	0.46
3.525	1.235	0.47
3.526	1.245	0.44
3.527	1.225	0.47
3.528	1.25	0.47
3.529	1.31	0.45
3.53	1.25	0.47
3.531	1.24	0.46
3.532	1.235	0.46
3.533	1.215	0.45
3.534	1.21	0.44
3.535	1.2	0.44
3.536	1.22	0.41
3.537	1.145	0.38
3.538	1.165	0.40
3.539	1.14	0.39
3.54	1.11	0.39
3.541	1.135	0.40
3.542	1.145	0.40
3.543	1.15	0.40
3.544	1.175	0.41
3.545	1.22	0.40
3.546	1.195	0.40
3.547	1.195	0.38
3.548	1.205	0.39
3.549	1.2	0.38
3.55	1.205	0.38
3.551	1.225	0.38
3.552	1.215	0.38
3.553	1.23	0.39
3.554	1.225	0.38
3.555	1.205	0.37
3.556	1.24	0.35
3.557	1.225	0.34
3.558	1.28	0.37
3.559	1.16	0.35
3.56	1.17	0.33
3.561	1.15	0.36
3.562	1.185	0.37
3.563	1.15	0.38
3.564	1.16	0.35
3.565	1.175	0.34
3.566	1.145	0.34
3.567	1.18	0.36
3.568	1.205	0.35
3.569	1.18	0.37
3.57	1.19	0.36
3.571	1.23	0.36
3.572	1.235	0.37
3.573	1.215	0.36
3.574	1.215	0.36
3.575	1.205	0.35
3.576	1.17	0.34
3.577	1.14	0.33
3.578	1.125	0.33
3.579	1.11	0.32
3.58	1.1	0.32
3.581	1.09	0.32
3.582	1.09	0.32
3.583	1.11	0.31
3.584	1.155	0.32
3.585	1.185	0.32
3.586	1.145	0.31
3.587	1.185	0.33
3.588	1.24	0.34
3.589	1.285	0.35
3.59	1.295	0.36
3.591	1.29	0.36
3.592	1.32	0.35
3.593	1.28	0.33
3.594	1.29	0.35
3.595	1.305	0.37
3.596	1.265	0.36
3.597	1.285	0.36
3.598	1.305	0.37
3.599	1.35	0.38
3.6	1.36	0.36
3.601	1.4	0.38
3.602	1.41	0.39
3.603	1.405	0.39
3.604	1.445	0.38
3.605	1.45	0.38
3.606	1.45	0.37
3.607	1.43	0.36
3.608	1.425	0.36
3.609	1.42	0.37
3.61	1.415	0.37
3.611	1.405	0.38
3.612	1.39	0.37
3.613	1.405	0.37
3.614	1.305	0.36
3.615	1.355	0.39
3.616	1.19	0.37
3.617	1.36	0.36
3.618	1.355	0.39
3.619	1.37	0.38
3.62	1.395	0.36
3.621	1.355	0.38
3.622	1.335	0.39
3.623	1.35	0.38
3.624	1.38	0.36
3.625	1.4	0.35
3.626	1.42	0.34
3.627	1.405	0.33
3.628	1.375	0.33
3.629	1.355	0.33
3.63	1.345	0.33
3.631	1.33	0.34
3.632	1.325	0.34
3.633	1.325	0.34
3.634	1.315	0.34
3.635	1.32	0.35
3.636	1.255	0.33
3.637	1.285	0.36
3.638	1.305	0.37
3.639	1.295	0.38
3.64	1.285	0.35
3.641	1.25	0.34
3.642	1.24	0.33
3.643	1.275	0.35
3.644	1.31	0.36
3.645	1.32	0.36
3.646	1.355	0.35
3.647	1.345	0.34
3.648	1.34	0.34
3.649	1.345	0.34
3.65	1.33	0.34
3.651	1.37	0.34
3.652	1.37	0.33
3.653	1.36	0.34
3.654	1.345	0.34
3.655	1.33	0.34
3.656	1.31	0.35
3.657	1.31	0.35
3.658	1.315	0.35
3.659	1.155	0.33
3.66	1.3	0.36
3.661	1.31	0.36
3.662	1.325	0.36
3.663	1.335	0.35
3.664	1.325	0.35
3.665	1.33	0.35
3.666	1.345	0.34
3.667	1.265	0.33
3.668	1.335	0.32
3.669	1.415	0.33
3.67	1.295	0.29
3.671	1.295	0.31
3.672	1.265	0.34
3.673	1.23	0.35
3.674	1.215	0.35
3.675	1.22	0.36
3.676	1.25	0.36
3.677	1.265	0.37
3.678	1.26	0.37
3.679	1.26	0.38
3.68	1.285	0.36
3.681	1.275	0.38
3.682	1.375	0.42
3.683	1.39	0.43
3.684	1.39	0.43
3.685	1.385	0.43
3.686	1.385	0.42
3.687	1.37	0.44
3.688	1.38	0.45
3.689	1.38	0.46
3.69	1.38	0.47
3.691	1.38	0.48
3.692	1.36	0.45
3.693	1.38	0.48
3.694	1.325	0.44
3.695	1.34	0.47
3.696	1.31	0.47
3.697	1.295	0.47
3.698	1.285	0.47
3.699	1.275	0.48
3.7	1.25	0.48
3.701	1.225	0.47
3.702	1.12	0.43
3.703	1.19	0.47
3.704	1.185	0.47
3.705	1.185	0.47
3.706	1.19	0.46
3.707	1.19	0.46
3.708	1.18	0.46
3.709	1.17	0.45
3.71	1.2	0.42
3.711	1.18	0.44
3.712	1.23	0.42
3.713	1.19	0.46
3.714	1.19	0.48
3.715	1.195	0.49
3.716	1.195	0.50
3.717	1.26	0.49
3.718	1.275	0.48
3.719	1.31	0.47
3.72	1.26	0.44
3.721	1.35	0.45
3.722	1.36	0.44
3.723	1.36	0.44
3.724	1.37	0.43
3.725	1.415	0.42
3.726	1.35	0.40
3.727	1.355	0.40
3.728	1.35	0.40
3.729	1.335	0.40
3.73	1.32	0.41
3.731	1.305	0.41
3.732	1.255	0.39
3.733	1.305	0.39
3.734	1.29	0.43
3.735	1.3	0.43
3.736	1.325	0.43
3.737	1.315	0.41
3.738	1.31	0.39
3.739	1.32	0.39
3.74	1.29	0.37
3.741	1.35	0.38
3.742	1.365	0.38
3.743	1.37	0.41
3.744	1.365	0.41
3.745	1.45	0.42
3.746	1.35	0.42
3.747	1.365	0.43
3.748	1.38	0.44
3.749	1.395	0.43
3.75	1.325	0.44
3.751	1.35	0.44
3.752	1.215	0.45
3.753	1.365	0.46
3.754	1.375	0.45
3.755	1.38	0.46
3.756	1.43	0.41
3.757	1.39	0.44
3.758	1.38	0.47
3.759	1.39	0.49
3.76	1.46	0.45
3.761	1.44	0.47
3.762	1.435	0.45
3.763	1.475	0.45
3.764	1.495	0.44
3.765	1.5	0.43
3.766	1.495	0.44
3.767	1.49	0.45
3.768	1.485	0.46
3.769	1.465	0.44
3.77	1.515	0.44
3.771	1.51	0.44
3.772	1.435	0.43
3.773	1.49	0.41
3.774	1.49	0.44
3.775	1.485	0.43
3.776	1.48	0.43
3.777	1.465	0.42
3.778	1.445	0.42
3.779	1.425	0.41
3.78	1.405	0.41
3.781	1.385	0.41
3.782	1.36	0.41
3.783	1.345	0.41
3.784	1.345	0.42
3.785	1.365	0.39
3.786	1.37	0.39
3.787	1.365	0.39
3.788	1.355	0.38
3.789	1.35	0.38
3.79	1.35	0.38
3.791	1.375	0.43
3.792	1.375	0.43
3.793	1.38	0.44
3.794	1.385	0.44
3.795	1.39	0.45
3.796	1.395	0.46
3.797	1.41	0.46
3.798	1.515	0.47
3.799	1.385	0.46
3.8	1.38	0.46
3.801	1.37	0.46
3.802	1.365	0.47
3.803	1.355	0.47
3.804	1.35	0.47
3.805	1.39	0.44
3.806	1.38	0.45
3.807	1.385	0.44
3.808	1.39	0.42
3.809	1.375	0.41
3.81	1.34	0.35
3.811	1.38	0.42
3.812	1.39	0.43
3.813	1.42	0.40
3.814	1.385	0.43
3.815	1.375	0.43
3.816	1.32	0.44
3.817	1.36	0.50
3.818	1.33	0.47
3.819	1.35	0.49
3.82	1.35	0.48
3.821	1.38	0.49
3.822	1.385	0.48
3.823	1.36	0.47
3.824	1.345	0.46
3.825	1.355	0.41
3.826	1.4	0.43
3.827	1.395	0.43
3.828	1.39	0.43
3.829	1.38	0.44
3.83	1.39	0.44
3.831	1.405	0.44
3.832	1.39	0.46
3.833	1.45	0.48
3.834	1.375	0.49
3.835	1.38	0.49
3.836	1.375	0.51
3.837	1.42	0.49
3.838	1.395	0.56
3.839	1.39	0.58
3.84	1.375	0.58
3.841	1.415	0.56
3.842	1.455	0.53
3.843	1.465	0.52
3.844	1.48	0.52
3.845	1.5	0.53
3.846	1.49	0.53
3.847	1.5	0.54
3.848	1.49	0.54
3.849	1.485	0.55
3.85	1.45	0.51
3.851	1.465	0.50
3.852	1.455	0.45
3.853	1.49	0.48
3.854	1.525	0.47
3.855	1.54	0.47
3.856	1.555	0.48
3.857	1.565	0.48
3.858	1.575	0.49
3.859	1.545	0.46
3.86	1.505	0.43
3.861	1.55	0.47
3.862	1.53	0.48
3.863	1.495	0.48
3.864	1.49	0.45
3.865	1.47	0.43
3.866	1.455	0.42
3.867	1.465	0.41
3.868	1.37	0.34
3.869	1.415	0.45
3.87	1.4	0.47
3.871	1.375	0.48
3.872	1.36	0.50
3.873	1.365	0.50
3.874	1.37	0.51
3.875	1.38	0.51
3.876	1.395	0.52
3.877	1.4	0.52
3.878	1.385	0.47
3.879	1.42	0.52
3.88	1.425	0.52
3.881	1.44	0.53
3.882	1.45	0.52
3.883	1.475	0.52
3.884	1.495	0.52
3.885	1.53	0.53
3.886	1.555	0.54
3.887	1.57	0.54
3.888	1.59	0.53
3.889	1.595	0.53
3.89	1.605	0.52
3.891	1.59	0.52
3.892	1.52	0.46
3.893	1.52	0.49
3.894	1.52	0.53
3.895	1.485	0.53
3.896	1.455	0.53
3.897	1.575	0.50
3.898	1.485	0.53
3.899	1.495	0.53
3.9	1.495	0.52
3.901	1.525	0.49
3.902	1.525	0.48
3.903	1.52	0.48
3.904	1.52	0.48
3.905	1.47	0.49
3.906	1.465	0.49
3.907	1.455	0.48
3.908	1.44	0.48
3.909	1.43	0.48
3.91	1.405	0.44
3.911	1.415	0.48
3.912	1.395	0.48
3.913	1.39	0.48
3.914	1.475	0.47
3.915	1.455	0.47
3.916	1.375	0.40
3.917	1.35	0.40
3.918	1.415	0.39
3.919	1.305	0.39
3.92	1.265	0.38
3.921	1.275	0.39
3.922	1.285	0.39
3.923	1.295	0.40
3.924	1.3	0.40
3.925	1.33	0.40
3.926	1.325	0.41
3.927	1.4	0.41
3.928	1.495	0.45
3.929	1.495	0.45
3.93	1.49	0.45
3.931	1.38	0.41
3.932	1.5	0.46
3.933	1.5	0.44
3.934	1.51	0.42
3.935	1.59	0.47
3.936	1.595	0.48
3.937	1.615	0.48
3.938	1.62	0.49
3.939	1.605	0.48
3.94	1.585	0.47
3.941	1.585	0.47
3.942	1.59	0.47
3.943	1.595	0.47
3.944	1.605	0.47
3.945	1.605	0.47
3.946	1.625	0.47
3.947	1.62	0.47
3.948	1.625	0.47
3.949	1.625	0.47
3.95	1.505	0.48
3.951	1.405	0.42
3.952	1.535	0.46
3.953	1.535	0.46
3.954	1.525	0.45
3.955	1.525	0.45
3.956	1.53	0.45
3.957	1.55	0.45
3.958	1.555	0.46
3.959	1.54	0.47
3.96	1.48	0.44
3.961	1.555	0.45
3.962	1.535	0.48
3.963	1.525	0.49
3.964	1.51	0.49
3.965	1.5	0.49
3.966	1.49	0.49
3.967	1.48	0.49
3.968	1.47	0.50
3.969	1.465	0.50
3.97	1.455	0.51
3.971	1.44	0.51
3.972	1.43	0.52
3.973	1.32	0.47
3.974	1.28	0.49
3.975	1.385	0.52
3.976	1.385	0.54
3.977	1.385	0.54
3.978	1.38	0.54
3.979	1.4	0.55
3.98	1.39	0.54
3.981	1.375	0.53
3.982	1	0.51
3.983	1	0.50
3.984	0.895	0.42
3.985	1.045	0.50
3.986	1.075	0.48
3.987	1.075	0.50
3.988	1.13	0.48
3.989	1.15	0.48
3.99	1.205	0.47
3.991	1.24	0.47
3.992	1.27	0.47
3.993	1.295	0.47
3.994	1.315	0.47
3.995	1.34	0.47
3.996	1.37	0.47
3.997	1.405	0.48
3.998	1.395	0.50
3.999	1.425	0.51
4	1.485	0.45
4.001	1.46	0.52
4.002	1.63	0.54
4.003	1.46	0.52
4.004	1.53	0.51
4.005	1.305	0.40
4.006	1.35	0.44
4.007	1.335	0.44
4.008	1.3	0.44
4.009	1.29	0.44
4.01	1.29	0.47
4.011	1.285	0.48
4.012	1.34	0.46
4.013	1.32	0.48
4.014	1.345	0.48
4.015	1.38	0.46
4.016	1.27	0.42
4.017	1.355	0.41
4.018	1.37	0.42
4.019	1.43	0.44
4.02	1.445	0.44
4.021	1.485	0.45
4.022	1.495	0.45
4.023	1.685	0.50
4.024	1.725	0.50
4.025	1.705	0.53
4.026	1.715	0.53
4.027	1.575	0.61
4.028	1.575	0.59
4.029	1.545	0.61
4.03	1.505	0.59
4.031	1.505	0.60
4.032	1.5	0.64
4.033	1.46	0.64
4.034	1.44	0.63
4.035	1.42	0.63
4.036	1.4	0.62
4.037	1.285	0.55
4.038	1.37	0.62
4.039	1.305	0.56
4.04	1.37	0.56
4.041	1.3	0.63
4.042	1.265	0.60
4.043	1.265	0.64
4.044	1.29	0.61
4.045	1.255	0.65
4.046	1.37	0.66
4.047	1.255	0.62
4.048	1.26	0.62
4.049	1.3	0.60
4.05	1.35	0.59
4.051	1.205	0.52
4.052	1.43	0.57
4.053	1.455	0.53
4.054	1.49	0.56
4.055	1.515	0.56
4.056	1.535	0.56
4.057	1.56	0.56
4.058	1.57	0.56
4.059	1.65	0.54
4.06	1.57	0.51
4.061	1.625	0.55
4.062	1.6	0.56
4.063	1.575	0.56
4.064	1.555	0.56
4.065	1.55	0.56
4.066	1.565	0.53
4.067	1.535	0.56
4.068	1.525	0.55
4.069	1.52	0.55
4.07	1.505	0.55
4.071	1.49	0.54
4.072	1.5	0.52
4.073	1.525	0.53
4.074	1.445	0.52
4.075	1.495	0.54
4.076	1.365	0.48
4.077	1.535	0.54
4.078	1.515	0.47
4.079	1.56	0.54
4.08	1.55	0.50
4.081	1.515	0.55
4.082	1.5	0.56
4.083	1.475	0.56
4.084	1.545	0.51
4.085	1.43	0.53
4.086	1.46	0.56
4.087	1.455	0.56
4.088	1.43	0.54
4.089	1.45	0.57
4.09	1.4	0.54
4.091	1.455	0.57
4.092	1.45	0.57
4.093	1.45	0.58
4.094	1.44	0.58
4.095	1.43	0.58
4.096	1.41	0.58
4.097	1.405	0.58
4.098	1.405	0.58
4.099	1.43	0.58
4.1	1.45	0.57
4.101	1.47	0.57
4.102	1.5	0.57
4.103	1.43	0.60
4.104	1.44	0.61
4.105	1.55	0.54
4.106	1.455	0.61
4.107	1.455	0.61
4.108	1.36	0.59
4.109	1.355	0.58
4.11	1.33	0.56
4.111	1.455	0.64
4.112	1.5	0.69
4.113	1.475	0.69
4.114	1.44	0.64
4.115	1.42	0.64
4.116	1.38	0.69
4.117	1.21	0.59
4.118	1.2	0.60
4.119	1.15	0.55
4.12	1.29	0.51
4.121	1.26	0.54
4.122	1.26	0.55
4.123	1.275	0.55
4.124	1.285	0.56
4.125	1.285	0.56
4.126	1.225	0.55
4.127	1.225	0.56
4.128	1.22	0.56
4.129	1.235	0.56
4.13	1.235	0.50
4.131	1.335	0.64
4.132	1.375	0.59
4.133	1.33	0.64
4.134	1.33	0.61
4.135	1.355	0.64
4.136	1.365	0.63
4.137	1.37	0.63
4.138	1.35	0.58
4.139	1.365	0.63
4.14	1.3	0.59
4.141	1.36	0.62
4.142	1.365	0.62
4.143	1.43	0.59
4.144	1.385	0.61
4.145	1.4	0.61
4.146	1.41	0.61
4.147	1.41	0.58
4.148	1.42	0.58
4.149	1.42	0.58
4.15	1.42	0.59
4.151	1.42	0.59
4.152	1.415	0.59
4.153	1.42	0.59
4.154	1.425	0.60
4.155	1.425	0.60
4.156	1.36	0.62
4.157	1.37	0.62
4.158	1.355	0.60
4.159	1.39	0.62
4.16	1.395	0.50
4.161	1.305	0.54
4.162	1.32	0.55
4.163	1.315	0.55
4.164	1.31	0.55
4.165	1.3	0.55
4.166	1.42	0.62
4.167	1.42	0.59
4.168	1.46	0.58
4.169	1.5	0.58
4.17	1.54	0.54
4.171	1.555	0.54
4.172	1.615	0.55
4.173	1.555	0.58
4.174	1.555	0.57
4.175	1.475	0.57
4.176	1.52	0.57
4.177	1.47	0.61
4.178	1.345	0.54
4.179	1.42	0.58
4.18	1.515	0.60
4.181	1.53	0.59
4.182	1.55	0.59
4.183	1.575	0.58
4.184	1.6	0.58
4.185	1.59	0.57
4.186	1.575	0.56
4.187	1.55	0.56
4.188	1.51	0.56
4.189	1.465	0.57
4.19	1.42	0.57
4.191	1.375	0.57
4.192	1.32	0.57
4.193	1.265	0.54
4.194	1.2	0.55
4.195	1.15	0.54
4.196	1.12	0.54
4.197	1.09	0.54
4.198	1.07	0.54
4.199	1.055	0.54
4.2	1.315	0.47
4.201	1.285	0.53
4.202	1.275	0.52
4.203	1.255	0.53
4.204	1.25	0.52
4.205	1.4	0.50
4.206	1.28	0.56
4.207	1.275	0.56
4.208	1.355	0.52
4.209	1.315	0.51
4.21	1.35	0.51
4.211	1.32	0.52
4.212	1.32	0.51
4.213	1.32	0.51
4.214	1.415	0.48
4.215	1.39	0.48
4.216	1.385	0.48
4.217	1.39	0.49
4.218	1.35	0.51
4.219	1.355	0.52
4.22	1.365	0.52
4.221	1.375	0.52
4.222	1.385	0.49
4.223	1.475	0.54
4.224	1.48	0.54
4.225	1.485	0.54
4.226	1.45	0.52
4.227	1.45	0.52
4.228	1.45	0.53
4.229	1.535	0.48
4.23	1.51	0.46
4.231	1.525	0.49
4.232	1.52	0.49
4.233	1.52	0.50
4.234	1.525	0.50
4.235	1.44	0.48
4.236	1.43	0.51
4.237	1.51	0.51
4.238	1.48	0.50
4.239	1.5	0.51
4.24	1.52	0.51
4.241	1.535	0.54
4.242	1.53	0.54
4.243	1.545	0.51
4.244	1.495	0.55
4.245	1.42	0.50
4.246	1.47	0.56
4.247	1.46	0.56
4.248	1.45	0.57
4.249	1.435	0.57
4.25	1.44	0.52
4.251	1.405	0.57
4.252	1.39	0.57
4.253	1.375	0.57
4.254	1.3	0.50
4.255	1.36	0.60
4.256	1.435	0.57
4.257	1.54	0.51
4.258	1.445	0.58
4.259	1.435	0.59
4.26	1.385	0.56
4.261	1.415	0.62
4.262	1.4	0.63
4.263	1.445	0.62
4.264	1.485	0.60
4.265	1.525	0.59
4.266	1.57	0.57
4.267	1.545	0.54
4.268	1.54	0.59
4.269	1.515	0.56
4.27	1.54	0.61
4.271	1.495	0.64
4.272	1.5	0.69
4.273	1.495	0.70
4.274	1.49	0.70
4.275	1.5	0.70
4.276	1.51	0.69
4.277	1.525	0.69
4.278	1.54	0.69
4.279	1.515	0.71
4.28	1.605	0.58
4.281	1.61	0.57
4.282	1.615	0.56
4.283	1.61	0.57
4.284	1.55	0.58
4.285	1.54	0.58
4.286	1.455	0.56
4.287	1.47	0.56
4.288	1.525	0.60
4.289	1.52	0.59
4.29	1.6	0.48
4.291	1.52	0.59
4.292	1.52	0.58
4.293	1.52	0.58
4.294	1.57	0.65
4.295	1.51	0.51
4.296	1.61	0.58
4.297	1.63	0.56
4.298	1.65	0.54
4.299	1.57	0.49
4.3	1.675	0.58
4.301	1.495	0.50
4.302	1.61	0.49
4.303	1.575	0.51
4.304	1.555	0.52
4.305	1.535	0.54
4.306	1.54	0.53
4.307	1.55	0.52
4.308	1.555	0.51
4.309	1.56	0.51
4.31	1.56	0.50
4.311	1.555	0.48
4.312	1.53	0.51
4.313	1.46	0.55
4.314	1.42	0.54
4.315	1.47	0.53
4.316	1.4	0.47
4.317	1.445	0.53
4.318	1.46	0.52
4.319	1.5	0.53
4.32	1.445	0.52
4.321	1.42	0.57
4.322	1.325	0.61
4.323	1.325	0.61
4.324	1.32	0.60
4.325	1.32	0.59
4.326	1.315	0.59
4.327	1.305	0.59
4.328	1.275	0.60
4.329	1.255	0.62
4.33	1.26	0.60
4.331	1.265	0.59
4.332	1.27	0.59
4.333	1.375	0.59
4.334	1.28	0.59
4.335	1.325	0.56
4.336	1.275	0.59
4.337	1.27	0.60
