% Supplement to Berends, C. J., de Boer, B., and van de Wal, R. S. W.: Reconstructing 
% the Evolution of Ice Sheets, Sea Level and Atmospheric CO2 During the Past 
% 3.6 Million Years, Clim. Past Discuss., https://doi.org/10.5194/cp-2020-52, in review, 2020
%
% Results from three separate simulations of the last 3.6 Myr with the hybrid ice-sheet - climate model.
%
% SL   = Global mean sea-level (m w.r.t. PD)
% pCO2 = Atmospheric CO2 concentration (ppmv)
%
% Time (kyr ago)    SL   SL_lower   SL_upper     pCO2   pCO2_lower   pCO2_upper
 -646.8         -90.16     -97.77     -81.96     193.79     190.64       196.02
 -646.7         -90.21     -97.85     -82.03     193.98     190.85       196.21
 -646.6         -90.28     -97.93     -82.10     194.29     191.17       196.54
 -646.5         -90.33     -98.01     -82.17     194.61     191.50       196.85
 -646.4         -90.39     -98.08     -82.23     194.92     191.83       197.17
 -646.3         -90.44     -98.15     -82.29     195.23     192.15       197.49
 -646.2         -90.50     -98.22     -82.35     195.55     192.48       197.80
 -646.1         -90.54     -98.28     -82.40     195.85     192.79       198.13
 -646.0         -90.58     -98.34     -82.45     196.04     193.00       198.30
 -645.9         -90.64     -98.42     -82.50     196.37     193.32       198.64
 -645.8         -90.69     -98.49     -82.56     196.69     193.66       198.96
 -645.7         -90.75     -98.56     -82.63     196.90     193.87       199.19
 -645.6         -90.81     -98.62     -82.70     197.24     194.19       199.53
 -645.5         -90.86     -98.69     -82.77     197.55     194.51       199.88
 -645.4         -90.91     -98.76     -82.83     197.75     194.74       200.10
 -645.3         -90.96     -98.83     -82.89     198.09     195.07       200.46
 -645.2         -91.02     -98.89     -82.96     198.31     195.28       200.71
 -645.1         -91.06     -98.95     -83.03     198.52     195.49       200.93
 -645.0         -91.11     -99.01     -83.09     198.75     195.71       201.17
 -644.9         -91.17     -99.09     -83.18     198.97     195.95       201.43
 -644.8         -91.23     -99.16     -83.26     199.19     196.18       201.69
 -644.7         -91.28     -99.24     -83.34     199.41     196.41       201.94
 -644.6         -91.33     -99.31     -83.42     199.66     196.65       202.19
 -644.5         -91.39     -99.38     -83.48     199.75     196.75       202.31
 -644.4         -91.43     -99.45     -83.55     199.98     196.98       202.56
 -644.3         -91.47     -99.52     -83.61     199.97     196.97       202.57
 -644.2         -91.52     -99.58     -83.66     200.08     197.11       202.69
 -644.1         -91.56     -99.65     -83.72     200.07     197.09       202.69
 -644.0         -91.61     -99.72     -83.78     200.06     197.10       202.69
 -643.9         -91.66     -99.81     -83.85     200.06     197.10       202.74
 -643.8         -91.72     -99.89     -83.92     200.07     197.12       202.74
 -643.7         -91.77     -99.99     -83.99     199.96     197.03       202.66
 -643.6         -91.81    -100.07     -84.06     199.86     196.93       202.57
 -643.5         -91.87    -100.16     -84.13     199.62     196.72       202.37
 -643.4         -91.93    -100.25     -84.21     199.53     196.64       202.29
 -643.3         -91.99    -100.35     -84.28     199.31     196.46       202.10
 -643.2         -92.04    -100.44     -84.35     199.00     196.14       201.78
 -643.1         -92.10    -100.54     -84.42     198.80     195.96       201.59
 -643.0         -92.16    -100.63     -84.48     198.49     195.69       201.30
 -642.9         -92.23    -100.74     -84.57     198.22     195.41       201.03
 -642.8         -92.31    -100.86     -84.65     197.79     195.02       200.61
 -642.7         -92.38    -100.98     -84.73     197.41     194.65       200.23
 -642.6         -92.47    -101.11     -84.82     197.01     194.30       199.84
 -642.5         -92.55    -101.25     -84.92     196.75     194.05       199.60
 -642.4         -92.64    -101.38     -85.02     196.40     193.73       199.28
 -642.3         -92.73    -101.52     -85.12     196.06     193.40       198.96
 -642.2         -92.82    -101.67     -85.23     195.83     193.19       198.75
 -642.1         -92.92    -101.81     -85.34     195.62     193.02       198.55
 -642.0         -93.01    -101.96     -85.45     195.43     192.86       198.38
 -641.9         -93.12    -102.14     -85.58     195.26     192.72       198.21
 -641.8         -93.23    -102.32     -85.71     195.07     192.57       198.03
 -641.7         -93.34    -102.51     -85.85     195.00     192.56       197.99
 -641.6         -93.47    -102.70     -85.99     194.84     192.45       197.84
 -641.5         -93.59    -102.90     -86.12     194.81     192.46       197.80
 -641.4         -93.73    -103.10     -86.26     194.78     192.48       197.78
 -641.3         -93.86    -103.30     -86.39     194.76     192.48       197.79
 -641.2         -94.00    -103.51     -86.52     194.87     192.63       197.89
 -641.1         -94.13    -103.71     -86.65     194.99     192.75       197.98
 -641.0         -94.27    -103.90     -86.78     195.07     192.88       198.07
 -640.9         -94.41    -104.09     -86.90     195.30     193.12       198.30
 -640.8         -94.55    -104.29     -87.05     195.39     193.24       198.38
 -640.7         -94.69    -104.48     -87.18     195.57     193.46       198.58
 -640.6         -94.83    -104.67     -87.31     195.90     193.77       198.88
 -640.5         -94.96    -104.87     -87.44     196.07     193.96       199.05
 -640.4         -95.10    -105.05     -87.56     196.23     194.16       199.21
 -640.3         -95.23    -105.23     -87.69     196.40     194.32       199.36
 -640.2         -95.36    -105.41     -87.81     196.44     194.36       199.39
 -640.1         -95.49    -105.59     -87.92     196.56     194.52       199.52
 -640.0         -95.62    -105.76     -88.04     196.57     194.54       199.53
 -639.9         -95.75    -105.94     -88.15     196.69     194.68       199.66
 -639.8         -95.87    -106.12     -88.27     196.67     194.66       199.63
 -639.7         -96.00    -106.30     -88.38     196.62     194.65       199.58
 -639.6         -96.12    -106.48     -88.50     196.58     194.60       199.53
 -639.5         -96.24    -106.66     -88.62     196.49     194.56       199.47
 -639.4         -96.36    -106.85     -88.74     196.42     194.53       199.41
 -639.3         -96.49    -107.03     -88.86     196.33     194.47       199.32
 -639.2         -96.61    -107.21     -88.99     196.23     194.41       199.25
 -639.1         -96.72    -107.39     -89.11     196.11     194.35       199.17
 -639.0         -96.84    -107.57     -89.23     196.01     194.27       199.07
 -638.9         -96.96    -107.75     -89.37     195.89     194.21       198.99
 -638.8         -97.07    -107.92     -89.50     195.85     194.19       198.98
 -638.7         -97.20    -108.10     -89.62     195.71     194.09       198.84
 -638.6         -97.32    -108.26     -89.76     195.54     193.95       198.71
 -638.5         -97.44    -108.43     -89.89     195.50     193.94       198.69
 -638.4         -97.56    -108.60     -90.03     195.46     193.93       198.69
 -638.3         -97.69    -108.78     -90.17     195.52     194.03       198.77
 -638.2         -97.81    -108.95     -90.30     195.48     194.02       198.75
 -638.1         -97.93    -109.12     -90.43     195.56     194.13       198.84
 -638.0         -98.05    -109.29     -90.56     195.74     194.35       199.04
 -637.9         -98.18    -109.45     -90.69     195.80     194.45       199.13
 -637.8         -98.30    -109.61     -90.81     195.97     194.64       199.29
 -637.7         -98.43    -109.77     -90.93     196.23     194.96       199.58
 -637.6         -98.54    -109.92     -91.06     196.37     195.13       199.74
 -637.5         -98.66    -110.07     -91.17     196.62     195.43       200.02
 -637.4         -98.77    -110.22     -91.29     196.88     195.72       200.28
 -637.3         -98.87    -110.37     -91.40     197.13     196.03       200.56
 -637.2         -98.97    -110.51     -91.51     197.26     196.22       200.69
 -637.1         -99.08    -110.64     -91.61     197.50     196.49       200.96
 -637.0         -99.18    -110.78     -91.72     197.59     196.63       201.09
 -636.9         -99.28    -110.90     -91.81     197.72     196.79       201.19
 -636.8         -99.38    -111.02     -91.91     197.79     196.89       201.27
 -636.7         -99.48    -111.13     -92.01     197.88     197.01       201.38
 -636.6         -99.58    -111.25     -92.11     197.82     196.98       201.34
 -636.5         -99.69    -111.36     -92.21     197.88     197.08       201.41
 -636.4         -99.79    -111.48     -92.31     197.84     197.04       201.38
 -636.3         -99.89    -111.58     -92.41     197.78     197.01       201.32
 -636.2        -100.00    -111.70     -92.51     197.57     196.86       201.14
 -636.1        -100.11    -111.82     -92.62     197.39     196.71       200.97
 -636.0        -100.22    -111.94     -92.72     197.21     196.53       200.79
 -635.9        -100.32    -112.04     -92.82     196.89     196.25       200.48
 -635.8        -100.43    -112.15     -92.93     196.68     196.04       200.26
 -635.7        -100.55    -112.26     -93.03     196.21     195.60       199.83
 -635.6        -100.66    -112.37     -93.13     195.87     195.30       199.48
 -635.5        -100.79    -112.48     -93.24     195.46     194.86       199.04
 -635.4        -100.92    -112.60     -93.34     195.04     194.44       198.60
 -635.3        -101.05    -112.72     -93.44     194.71     194.13       198.29
 -635.2        -101.19    -112.84     -93.55     194.30     193.71       197.84
 -635.1        -101.35    -112.96     -93.66     193.90     193.29       197.42
 -635.0        -101.49    -113.09     -93.77     193.63     193.02       197.11
 -634.9        -101.64    -113.20     -93.88     193.37     192.75       196.85
 -634.8        -101.79    -113.32     -93.99     192.97     192.35       196.40
 -634.7        -101.94    -113.44     -94.10     192.71     192.07       196.12
 -634.6        -102.09    -113.57     -94.21     192.44     191.79       195.83
 -634.5        -102.25    -113.69     -94.34     192.22     191.55       195.56
 -634.4        -102.40    -113.82     -94.46     191.99     191.30       195.29
 -634.3        -102.55    -113.94     -94.58     191.90     191.20       195.19
 -634.2        -102.71    -114.07     -94.70     191.67     190.97       194.97
 -634.1        -102.87    -114.19     -94.84     191.59     190.89       194.88
 -634.0        -103.03    -114.32     -94.98     191.53     190.79       194.81
 -633.9        -103.17    -114.43     -95.11     191.46     190.72       194.74
 -633.8        -103.32    -114.54     -95.24     191.34     190.65       194.66
 -633.7        -103.46    -114.66     -95.37     191.27     190.57       194.57
 -633.6        -103.60    -114.77     -95.50     191.30     190.61       194.62
 -633.5        -103.75    -114.89     -95.62     191.21     190.51       194.52
 -633.4        -103.89    -115.00     -95.75     191.24     190.56       194.57
 -633.3        -104.04    -115.11     -95.87     191.27     190.60       194.61
 -633.2        -104.18    -115.22     -95.99     191.19     190.53       194.54
 -633.1        -104.33    -115.32     -96.12     191.12     190.47       194.47
 -633.0        -104.49    -115.44     -96.24     191.03     190.38       194.38
 -632.9        -104.63    -115.53     -96.35     191.07     190.41       194.41
 -632.8        -104.78    -115.62     -96.46     190.95     190.27       194.28
 -632.7        -104.93    -115.72     -96.56     190.70     190.03       194.02
 -632.6        -105.08    -115.81     -96.67     190.59     189.88       193.88
 -632.5        -105.25    -115.90     -96.78     190.44     189.75       193.75
 -632.4        -105.40    -115.99     -96.89     190.29     189.59       193.60
 -632.3        -105.56    -116.07     -97.00     190.17     189.43       193.44
 -632.2        -105.72    -116.16     -97.10     190.01     189.24       193.27
 -632.1        -105.89    -116.24     -97.22     189.71     188.95       192.96
 -632.0        -106.05    -116.34     -97.33     189.54     188.75       192.79
 -631.9        -106.19    -116.41     -97.44     189.33     188.53       192.58
 -631.8        -106.34    -116.49     -97.55     189.10     188.29       192.33
 -631.7        -106.49    -116.57     -97.65     188.86     188.04       192.11
 -631.6        -106.65    -116.65     -97.75     188.52     187.68       191.77
 -631.5        -106.80    -116.74     -97.86     188.26     187.43       191.51
 -631.4        -106.95    -116.81     -97.98     188.03     187.16       191.26
 -631.3        -107.11    -116.89     -98.09     187.77     186.91       191.01
 -631.2        -107.26    -116.98     -98.21     187.66     186.77       190.89
 -631.1        -107.42    -117.06     -98.33     187.41     186.52       190.64
 -631.0        -107.56    -117.14     -98.45     187.29     186.39       190.52
 -630.9        -107.71    -117.21     -98.55     187.14     186.20       190.39
 -630.8        -107.85    -117.28     -98.65     186.99     186.03       190.24
 -630.7        -108.00    -117.34     -98.76     186.84     185.85       190.07
 -630.6        -108.15    -117.40     -98.85     186.80     185.80       190.04
 -630.5        -108.29    -117.46     -98.95     186.79     185.73       190.01
 -630.4        -108.44    -117.51     -99.05     186.76     185.67       189.97
 -630.3        -108.59    -117.57     -99.15     186.75     185.63       189.94
 -630.2        -108.73    -117.64     -99.24     186.74     185.57       189.88
 -630.1        -108.88    -117.69     -99.34     186.84     185.64       190.00
 -630.0        -109.02    -117.74     -99.44     186.94     185.70       190.09
 -629.9        -109.15    -117.78     -99.53     187.01     185.74       190.16
 -629.8        -109.27    -117.82     -99.61     187.08     185.77       190.21
 -629.7        -109.39    -117.87     -99.69     187.16     185.79       190.25
 -629.6        -109.52    -117.91     -99.77     187.34     185.95       190.43
 -629.5        -109.65    -117.94     -99.85     187.52     186.09       190.59
 -629.4        -109.77    -117.99     -99.93     187.71     186.22       190.75
 -629.3        -109.90    -118.02    -100.00     187.99     186.46       191.02
 -629.2        -110.02    -118.04    -100.09     188.15     186.57       191.14
 -629.1        -110.14    -118.08    -100.16     188.31     186.66       191.27
 -629.0        -110.27    -118.11    -100.23     188.58     186.89       191.51
 -628.9        -110.38    -118.12    -100.28     188.82     187.09       191.71
 -628.8        -110.49    -118.14    -100.32     189.03     187.23       191.89
 -628.7        -110.60    -118.14    -100.38     189.25     187.39       192.06
 -628.6        -110.72    -118.15    -100.42     189.47     187.53       192.19
 -628.5        -110.82    -118.16    -100.46     189.80     187.77       192.46
 -628.4        -110.92    -118.16    -100.50     189.97     187.90       192.59
 -628.3        -111.01    -118.17    -100.53     190.37     188.24       192.94
 -628.2        -111.11    -118.17    -100.56     190.66     188.45       193.15
 -628.1        -111.20    -118.16    -100.58     191.04     188.78       193.49
 -628.0        -111.29    -118.16    -100.61     191.41     189.11       193.79
 -627.9        -111.34    -118.14    -100.61     191.75     189.38       194.10
 -627.8        -111.40    -118.11    -100.62     192.10     189.65       194.38
 -627.7        -111.45    -118.08    -100.60     192.53     190.04       194.76
 -627.6        -111.50    -118.04    -100.60     192.98     190.42       195.12
 -627.5        -111.54    -118.00    -100.59     193.53     190.89       195.62
 -627.4        -111.58    -117.95    -100.58     193.94     191.25       195.99
 -627.3        -111.61    -117.91    -100.56     194.49     191.72       196.46
 -627.2        -111.66    -117.87    -100.54     195.01     192.19       196.93
 -627.1        -111.69    -117.82    -100.52     195.68     192.75       197.50
 -627.0        -111.72    -117.76    -100.50     196.20     193.23       197.96
 -626.9        -111.72    -117.70    -100.45     196.82     193.79       198.53
 -626.8        -111.70    -117.63    -100.41     197.34     194.26       199.00
 -626.7        -111.69    -117.55    -100.36     197.98     194.86       199.59
 -626.6        -111.67    -117.46    -100.31     198.73     195.53       200.31
 -626.5        -111.65    -117.34    -100.25     199.37     196.08       200.88
 -626.4        -111.60    -117.22    -100.17     200.10     196.75       201.57
 -626.3        -111.55    -117.10    -100.08     200.83     197.41       202.20
 -626.2        -111.49    -116.96     -99.97     201.52     198.03       202.84
 -626.1        -111.40    -116.81     -99.85     202.22     198.67       203.46
 -626.0        -111.33    -116.66     -99.68     203.04     199.39       204.14
 -625.9        -111.23    -116.51     -99.41     203.84     200.14       204.68
 -625.8        -111.13    -116.34     -99.15     204.67     200.91       205.27
 -625.7        -111.01    -116.17     -98.86     205.46     201.68       205.84
 -625.6        -110.86    -115.99     -98.55     206.37     202.57       206.53
 -625.5        -110.69    -115.81     -98.26     207.28     203.46       207.22
 -625.4        -110.50    -115.63     -97.97     208.11     204.33       207.97
 -625.3        -110.26    -115.43     -97.71     208.90     205.19       208.75
 -625.2        -109.98    -115.22     -97.42     209.72     206.13       209.55
 -625.1        -109.64    -115.00     -97.12     210.52     207.06       210.43
 -625.0        -109.31    -114.77     -96.84     211.32     207.97       211.27
 -624.9        -108.89    -114.50     -96.50     211.98     208.84       212.06
 -624.8        -108.45    -114.17     -96.14     212.70     209.67       212.85
 -624.7        -107.99    -113.80     -95.73     213.51     210.57       213.68
 -624.6        -107.45    -113.40     -95.25     214.07     211.34       214.34
 -624.5        -106.94    -112.97     -94.72     214.83     212.18       215.03
 -624.4        -106.46    -112.53     -94.14     215.60     213.00       215.71
 -624.3        -105.92    -112.02     -93.55     216.35     213.72       216.38
 -624.2        -105.35    -111.52     -92.97     217.16     214.60       217.20
 -624.1        -104.77    -110.95     -92.31     217.83     215.24       217.80
 -624.0        -104.15    -110.39     -91.63     218.41     215.94       218.41
 -623.9        -103.49    -109.83     -90.98     219.10     216.77       219.17
 -623.8        -102.82    -109.23     -90.33     219.77     217.42       219.85
 -623.7        -102.10    -108.56     -89.72     220.43     218.14       220.70
 -623.6        -101.38    -107.88     -89.06     221.12     218.84       221.50
 -623.5        -100.66    -107.11     -88.41     221.86     219.44       222.36
 -623.4         -99.98    -106.35     -87.75     222.66     220.05       223.20
 -623.3         -99.34    -105.58     -87.07     223.50     220.66       224.03
 -623.2         -98.68    -104.75     -86.40     224.19     221.13       224.76
 -623.1         -98.02    -103.94     -85.69     224.97     221.72       225.56
 -623.0         -97.35    -103.14     -84.96     225.80     222.38       226.33
 -622.9         -96.68    -102.33     -84.19     226.50     222.94       226.97
 -622.8         -95.93    -101.52     -83.37     227.24     223.60       227.68
 -622.7         -95.17    -100.67     -82.52     228.01     224.27       228.35
 -622.6         -94.40     -99.74     -81.61     228.61     224.71       228.85
 -622.5         -93.63     -98.75     -80.70     229.42     225.19       229.47
 -622.4         -92.83     -97.69     -79.83     230.01     225.47       229.99
 -622.3         -91.99     -96.61     -78.90     230.73     225.90       230.59
 -622.2         -91.09     -95.42     -77.92     231.30     226.13       231.00
 -622.1         -90.13     -94.08     -76.97     231.87     226.27       231.63
 -622.0         -89.14     -92.83     -76.00     232.31     226.41       232.09
 -621.9         -88.16     -91.29     -75.01     232.99     226.25       232.65
 -621.8         -87.10     -89.55     -74.10     233.49     225.83       233.21
 -621.7         -86.01     -87.85     -73.24     234.06     225.56       233.96
 -621.6         -85.06     -86.40     -72.37     234.84     225.65       234.70
 -621.5         -84.08     -85.03     -71.56     235.42     225.74       235.43
 -621.4         -83.00     -83.85     -70.80     236.04     226.18       236.34
 -621.3         -81.73     -82.85     -70.07     236.28     226.78       237.19
 -621.2         -80.19     -81.91     -69.35     236.37     227.62       238.16
 -621.1         -78.68     -80.98     -68.65     236.41     228.34       239.07
 -621.0         -77.28     -80.06     -68.02     236.74     229.19       240.04
 -620.9         -75.94     -79.16     -67.31     237.00     229.98       240.92
 -620.8         -74.67     -78.30     -66.59     237.34     230.79       241.82
 -620.7         -73.50     -77.50     -65.87     237.96     231.84       242.79
 -620.6         -72.37     -76.75     -65.08     238.51     232.82       243.56
 -620.5         -71.25     -76.00     -64.22     239.07     233.82       244.22
 -620.4         -70.15     -75.25     -63.23     239.63     234.80       244.67
 -620.3         -69.14     -74.50     -62.14     240.30     235.82       245.00
 -620.2         -68.22     -73.75     -61.02     240.98     236.75       245.20
 -620.1         -67.37     -72.97     -59.76     241.89     237.71       245.25
 -620.0         -66.57     -72.17     -58.52     242.72     238.57       245.23
 -619.9         -65.76     -71.32     -57.24     243.56     239.37       245.19
 -619.8         -65.00     -70.46     -56.02     244.32     240.12       245.07
 -619.7         -64.10     -69.66     -54.62     244.98     240.91       244.81
 -619.6         -62.98     -68.83     -51.70     245.14     241.57       245.57
 -619.5         -61.83     -68.00     -50.92     245.47     242.37       246.30
 -619.4         -60.68     -67.27     -50.30     245.67     243.07       247.10
 -619.3         -59.42     -66.42     -49.77     245.69     243.65       248.00
 -619.2         -58.15     -65.53     -49.22     245.75     244.33       249.00
 -619.1         -56.83     -64.42     -48.67     245.69     244.51       249.91
 -619.0         -55.48     -63.28     -48.12     245.53     244.66       250.81
 -618.9         -54.07     -62.12     -47.54     245.29     244.76       251.66
 -618.8         -50.86     -60.89     -46.91     245.98     244.76       252.44
 -618.7         -50.02     -59.61     -46.27     246.64     244.63       253.18
 -618.6         -49.32     -58.34     -45.61     247.33     244.37       253.82
 -618.5         -48.70     -57.09     -44.96     248.20     244.21       254.58
 -618.4         -48.09     -55.80     -44.29     249.13     244.00       255.35
 -618.3         -47.49     -54.48     -43.61     249.95     243.56       255.99
 -618.2         -46.87     -51.24     -42.93     250.84     244.27       256.79
 -618.1         -46.20     -50.45     -42.22     251.50     244.72       257.39
 -618.0         -45.52     -49.87     -41.51     252.16     245.38       258.03
 -617.9         -44.85     -49.30     -40.77     252.94     246.20       258.76
 -617.8         -44.18     -48.71     -39.98     253.61     246.91       259.23
 -617.7         -43.50     -48.13     -39.18     254.25     247.60       259.80
 -617.6         -42.82     -47.54     -38.37     254.91     248.33       260.39
 -617.5         -42.11     -46.94     -39.07     255.36     248.91       260.72
 -617.4         -41.39     -46.35     -37.85     255.95     249.60       260.59
 -617.3         -40.65     -45.68     -36.76     256.55     250.19       260.74
 -617.2         -39.92     -45.04     -35.71     257.03     250.73       260.76
 -617.1         -40.68     -44.41     -34.73     257.23     251.32       260.94
 -617.0         -39.40     -43.78     -33.81     256.87     251.92       261.21
 -616.9         -38.30     -43.16     -32.92     256.84     252.52       261.45
 -616.8         -37.23     -42.50     -32.05     256.88     253.03       261.67
 -616.7         -36.18     -41.85     -31.05     256.93     253.62       261.73
 -616.6         -35.21     -41.19     -29.84     256.98     254.05       261.29
 -616.5         -34.28     -40.51     -28.72     257.18     254.60       260.95
 -616.4         -33.35     -39.81     -27.73     257.30     254.94       260.75
 -616.3         -32.43     -39.12     -26.78     257.27     255.24       260.46
 -616.2         -31.32     -39.66     -25.90     256.96     255.00       260.36
 -616.1         -30.17     -38.62     -25.12     256.53     254.82       260.31
 -616.0         -29.14     -37.63     -24.35     256.16     254.67       260.38
 -615.9         -28.24     -36.69     -23.70     256.02     254.59       260.64
 -615.8         -27.39     -35.80     -23.03     255.81     254.51       260.71
 -615.7         -26.62     -34.95     -22.39     255.72     254.50       260.87
 -615.6         -25.91     -34.15     -21.81     255.68     254.44       261.12
 -615.5         -25.23     -33.40     -21.25     255.71     254.51       261.43
 -615.4         -24.66     -32.57     -20.70     255.81     254.27       261.64
 -615.3         -24.10     -31.57     -20.15     255.94     253.76       261.78
 -615.2         -23.57     -30.62     -19.55     256.17     253.26       261.83
 -615.1         -23.05     -29.78     -19.02     256.45     252.94       262.13
 -615.0         -22.55     -28.95     -18.55     256.50     252.51       262.35
 -614.9         -22.07     -28.19     -18.12     256.78     252.24       262.71
 -614.8         -21.63     -27.51     -17.72     257.10     252.12       263.14
 -614.7         -21.16     -26.95     -17.27     257.20     252.09       263.46
 -614.6         -20.68     -26.39     -16.89     257.40     252.17       263.88
 -614.5         -20.24     -25.86     -16.53     257.57     252.16       264.25
 -614.4         -19.83     -25.35     -16.18     257.83     252.21       264.57
 -614.3         -19.36     -24.88     -15.84     258.02     252.29       265.01
 -614.2         -18.97     -24.43     -15.52     258.22     252.45       265.42
 -614.1         -18.62     -24.01     -15.22     258.54     252.66       265.86
 -614.0         -18.28     -23.59     -14.91     258.75     252.74       266.12
 -613.9         -17.97     -23.21     -14.62     259.08     253.01       266.56
 -613.8         -17.67     -22.83     -14.32     259.38     253.10       266.83
 -613.7         -17.39     -22.43     -14.02     259.75     253.32       267.24
 -613.6         -17.12     -22.02     -13.74     260.01     253.34       267.58
 -613.5         -16.84     -21.58     -13.46     260.27     253.53       267.88
 -613.4         -16.57     -21.25     -13.18     260.50     253.71       268.14
 -613.3         -16.30     -20.91     -12.90     260.77     253.90       268.38
 -613.2         -16.07     -20.58     -12.62     261.10     254.19       268.64
 -613.1         -15.81     -20.27     -12.35     261.23     254.30       268.75
 -613.0         -15.56     -19.96     -12.09     261.48     254.57       269.02
 -612.9         -15.33     -19.66     -11.84     261.62     254.65       269.13
 -612.8         -15.12     -19.36     -11.58     261.88     254.89       269.35
 -612.7         -14.89     -19.09     -11.32     261.98     255.08       269.38
 -612.6         -14.67     -18.83     -11.07     262.12     255.21       269.50
 -612.5         -14.44     -18.59     -10.82     262.17     255.41       269.53
 -612.4         -14.22     -18.37     -10.58     262.14     255.54       269.52
 -612.3         -13.99     -18.16     -10.35     262.11     255.65       269.50
 -612.2         -13.78     -17.94     -10.14     262.10     255.70       269.51
 -612.1         -13.58     -17.74      -9.92     262.00     255.68       269.40
 -612.0         -13.39     -17.54      -9.73     261.78     255.48       269.18
 -611.9         -13.21     -17.35      -9.55     261.56     255.24       268.97
 -611.8         -13.02     -17.16      -9.39     261.30     255.02       268.84
 -611.7         -12.83     -16.96      -9.23     260.97     254.63       268.59
 -611.6         -12.63     -16.74      -9.09     260.60     254.21       268.35
 -611.5         -12.45     -16.53      -8.96     260.25     253.77       268.14
 -611.4         -12.26     -16.33      -8.82     259.77     253.28       267.80
 -611.3         -12.10     -16.13      -8.69     259.34     252.77       267.49
 -611.2         -11.93     -15.95      -8.58     258.81     252.17       267.12
 -611.1         -11.78     -15.76      -8.47     258.28     251.56       266.74
 -611.0         -11.64     -15.59      -8.38     257.82     250.99       266.39
 -610.9         -11.53     -15.44      -8.29     257.35     250.42       266.07
 -610.8         -11.44     -15.31      -8.22     256.86     249.81       265.68
 -610.7         -11.34     -15.18      -8.14     256.37     249.19       265.28
 -610.6         -11.24     -15.04      -8.07     255.89     248.59       264.85
 -610.5         -11.15     -14.92      -7.98     255.31     247.89       264.32
 -610.4         -11.06     -14.81      -7.89     254.85     247.29       263.88
 -610.3         -10.97     -14.72      -7.81     254.27     246.64       263.32
 -610.2         -10.89     -14.63      -7.74     253.87     246.14       262.93
 -610.1         -10.82     -14.55      -7.66     253.49     245.69       262.51
 -610.0         -10.76     -14.49      -7.59     252.96     245.13       261.98
 -609.9         -10.72     -14.45      -7.54     252.63     244.74       261.56
 -609.8         -10.68     -14.42      -7.46     252.19     244.26       261.00
 -609.7         -10.64     -14.38      -7.38     251.88     243.91       260.63
 -609.6         -10.61     -14.36      -7.32     251.46     243.47       260.15
 -609.5         -10.58     -14.34      -7.26     251.12     243.16       259.81
 -609.4         -10.54     -14.34      -7.22     250.65     242.75       259.36
 -609.3         -10.51     -14.35      -7.19     250.32     242.44       259.07
 -609.2         -10.49     -14.35      -7.17     249.91     242.04       258.65
 -609.1         -10.46     -14.37      -7.14     249.48     241.64       258.24
 -609.0         -10.44     -14.40      -7.12     249.13     241.38       257.90
 -608.9         -10.42     -14.46      -7.09     248.71     241.06       257.44
 -608.8         -10.42     -14.53      -7.06     248.29     240.71       257.01
 -608.7         -10.43     -14.60      -7.03     247.97     240.51       256.69
 -608.6         -10.43     -14.68      -7.02     247.53     240.16       256.26
 -608.5         -10.44     -14.75      -7.00     247.09     239.80       255.86
 -608.4         -10.45     -14.82      -7.00     246.66     239.46       255.44
 -608.3         -10.45     -14.91      -7.00     246.28     239.23       255.16
 -608.2         -10.44     -14.99      -6.99     245.83     238.84       254.74
 -608.1         -10.45     -15.07      -6.98     245.37     238.47       254.31
 -608.0         -10.48     -15.16      -6.97     244.95     238.06       253.89
 -607.9         -10.53     -15.25      -6.98     244.65     237.78       253.62
 -607.8         -10.57     -15.36      -6.98     244.25     237.38       253.23
 -607.7         -10.63     -15.46      -7.00     243.85     236.97       252.86
 -607.6         -10.71     -15.59      -7.02     243.46     236.58       252.48
 -607.5         -10.79     -15.72      -7.05     243.20     236.30       252.23
 -607.4         -10.88     -15.86      -7.07     242.81     235.90       251.86
 -607.3         -10.97     -15.99      -7.11     242.54     235.62       251.60
 -607.2         -11.06     -16.14      -7.15     242.26     235.35       251.32
 -607.1         -11.16     -16.29      -7.18     242.11     235.17       251.18
 -607.0         -11.25     -16.45      -7.22     241.95     235.02       251.03
 -606.9         -11.35     -16.62      -7.28     241.83     234.88       250.89
 -606.8         -11.45     -16.80      -7.33     241.77     234.84       250.83
 -606.7         -11.55     -16.78      -7.38     241.76     234.83       250.79
 -606.6         -11.65     -16.99      -7.44     241.71     234.82       250.71
 -606.5         -11.76     -17.21      -7.50     241.67     234.85       250.66
 -606.4         -11.88     -17.44      -7.56     241.79     235.01       250.70
 -606.3         -12.00     -17.67      -7.64     241.76     235.05       250.65
 -606.2         -12.13     -17.91      -7.72     241.85     235.21       250.69
 -606.1         -12.27     -18.14      -7.80     241.93     235.35       250.71
 -606.0         -12.39     -18.37      -7.88     241.97     235.49       250.71
 -605.9         -12.51     -18.62      -7.96     242.02     235.67       250.78
 -605.8         -12.64     -18.87      -8.04     242.12     235.82       250.81
 -605.7         -12.79     -19.11      -8.12     242.23     235.97       250.85
 -605.6         -12.94     -19.36      -8.22     242.31     236.08       250.88
 -605.5         -13.08     -19.61      -8.31     242.45     236.30       251.00
 -605.4         -13.22     -19.85      -8.42     242.46     236.42       251.00
